OrderNum,ItemID,Quantity
1049,5051,5
1050,3515,2
1051,2502,2
1052,5014,1
1053,2283,5
1054,7058,4
1055,1822,3
1056,3863,2
1057,8200,3
1058,2406,5
1059,2970,3
1060,1785,5
1061,6269,4
1062,4927,5
1063,3847,4
1064,1484,2
1065,2632,5
1066,1168,1
1067,2748,4
1068,817,1
1069,4766,5
1070,2407,5
1071,5018,5
1072,9302,3
1073,2346,3
1074,2702,1
1075,3979,2
1076,390,4
1077,9546,1
1078,1856,5
1079,8384,1
1080,5899,2
1081,4660,3
1082,1376,3
1083,920,2
1084,9359,4
1085,6238,5
1086,3691,4
1087,7620,4
1088,1868,5
1089,7839,5
1090,953,3
1091,8778,3
1092,3509,4
1093,1478,4
1094,919,3
1095,2577,2
1096,151,1
1097,8033,3
1098,6938,1
1099,1763,3
1100,1077,3
1101,5127,2
1102,1395,2
1103,1080,5
1104,7786,2
1105,3957,5
1106,6716,3
1107,5133,1
1108,5865,4
1109,262,3
1110,2177,5
1111,6251,5
1112,2624,5
1113,3900,1
1114,5773,3
1115,5991,3
1116,5761,3
1117,7689,3
1118,7785,3
1119,1260,4
1120,155,1
1121,1635,5
1122,4388,1
1123,3291,1
1124,4033,1
1125,6006,3
1126,674,1
1127,5646,1
1128,4336,4
1129,5828,1
1130,850,5
1131,3643,3
1132,5767,1
1133,9200,3
1134,2949,3
1135,9064,5
1136,4277,4
1137,679,4
1138,70,2
1139,6856,1
1140,1600,3
1141,858,2
1142,1383,5
1143,1433,1
1144,257,1
1145,4019,5
1146,4026,2
1147,6505,2
1148,6612,3
1149,2764,3
1150,9349,3
1151,8810,1
1152,8459,3
1153,8096,1
1154,2809,2
1155,6677,5
1156,1018,1
1157,3008,3
1158,5741,1
1159,8627,4
1160,8125,1
1161,1198,2
1162,9362,3
1163,447,5
1164,4028,5
1165,6986,4
1166,4590,5
1167,2414,4
1168,9312,1
1169,5323,3
1170,7511,5
1171,8873,1
1172,409,5
1173,4773,5
1174,1682,5
1175,6094,2
1176,676,4
1177,8497,5
1178,5668,2
1179,5329,4
1180,7436,1
1181,3245,3
1182,2662,5
1183,8161,3
1184,7952,5
1185,1520,3
1186,5598,5
1187,1147,3
1188,4319,4
1189,8203,2
1190,1950,2
1191,4645,1
1192,4053,3
1193,7942,4
1194,2050,2
1195,3517,2
1196,3011,5
1197,4448,5
1198,4674,5
1199,3669,2
1200,2093,3
1201,4541,3
1202,3738,1
1203,9333,2
1204,652,2
1205,9223,2
1206,4948,4
1207,519,1
1208,81,4
1209,881,5
1210,6587,5
1211,1018,3
1212,1763,1
1213,8184,1
1214,5939,3
1215,31,3
1216,5195,4
1217,4382,3
1218,6297,4
1219,9756,2
1220,2339,3
1221,4588,3
1222,1764,5
1223,2169,1
1224,317,1
1225,9799,5
1226,104,5
1227,2108,4
1228,113,3
1229,4384,5
1230,2823,1
1231,1446,5
1232,5206,2
1233,4210,4
1234,9050,5
1235,6641,1
1236,3409,4
1237,8197,3
1238,3510,2
1239,4880,3
1240,4787,5
1241,3654,1
1242,743,4
1243,2060,4
1244,492,4
1245,7162,5
1246,1177,4
1247,6870,5
1248,7956,2
1249,3543,1
1250,6215,5
1251,5480,4
1252,5582,2
1253,4931,2
1254,5312,2
1255,3367,3
1256,6167,3
1257,4798,5
1258,4829,5
1259,6285,5
1260,3873,2
1261,4180,2
1262,7006,2
1263,8633,4
1264,3407,3
1265,8006,1
1266,5574,1
1267,8399,4
1268,1843,4
1269,3006,1
1270,1152,1
1271,1736,1
1272,501,3
1273,2812,2
1274,4519,1
1275,4255,4
1276,7141,3
1277,901,1
1278,3782,2
1279,6247,3
1280,3798,4
1281,4254,3
1282,9972,4
1283,7050,1
1284,7767,1
1285,7170,1
1286,638,5
1287,4744,4
1288,2232,3
1289,7847,4
1290,8394,2
1291,7162,2
1292,5861,5
1293,7308,1
1294,236,3
1295,3115,5
1296,3626,3
1297,8991,1
1298,4274,2
1299,3251,1
1300,7933,1
1301,6970,4
1302,6447,3
1303,7009,5
1304,1226,5
1305,3704,2
1306,7908,1
1307,2605,5
1308,2554,1
1309,7542,5
1310,3308,3
1311,6297,2
1312,2648,4
1313,4243,3
1314,6184,5
1315,6118,5
1316,1002,5
1317,7851,5
1318,4174,1
1319,1770,5
1320,3524,4
1321,6189,5
1322,6044,2
1323,918,1
1324,3152,4
1325,7879,3
1326,5488,2
1327,7966,3
1328,3324,5
1329,2027,1
1330,7813,1
1331,8609,3
1332,6294,1
1333,4082,3
1334,8306,1
1335,6258,2
1336,8859,4
1337,5660,3
1338,9422,1
1339,2389,3
1340,8747,2
1341,1030,4
1342,3883,3
1343,1582,1
1344,4790,3
1345,6619,3
1346,4331,4
1347,7545,1
1348,3498,1
1349,6215,3
1350,2867,1
1351,9790,2
1352,9662,5
1353,1895,5
1354,4326,4
1355,5876,1
1356,6786,2
1357,1632,3
1358,5222,2
1359,5035,2
1360,4103,2
1361,3215,2
1362,7889,3
1363,9583,5
1364,391,5
1365,4630,2
1366,3476,3
1367,1525,3
1368,3189,5
1369,7809,1
1370,4898,1
1371,9781,2
1372,3427,5
1373,8670,5
1374,916,1
1375,3921,2
1376,3086,5
1377,8165,4
1378,1699,3
1379,648,5
1380,4761,3
1381,487,5
1382,5427,3
1383,3519,5
1384,7874,1
1385,4066,1
1386,6768,4
1387,7665,5
1388,8509,2
1389,2694,4
1390,5035,2
1391,1893,4
1392,3428,2
1393,1984,4
1394,3817,4
1395,3922,3
1396,9466,2
1397,5737,3
1398,5789,3
1399,4941,3
1400,5998,5
1401,3027,1
1402,4567,4
1403,408,3
1404,2661,1
1405,9052,3
1406,6906,3
1407,204,1
1408,3715,4
1409,4111,3
1410,4199,5
1411,8203,2
1412,9863,3
1413,5400,3
1414,2358,3
1415,2008,3
1416,6719,3
1417,9054,5
1418,510,4
1419,6837,3
1420,106,4
1421,5078,4
1422,9650,5
1423,3955,5
1424,1803,3
1425,4031,1
1426,2944,2
1427,8400,3
1428,7688,4
1429,6844,5
1430,6369,4
1431,3430,2
1432,5900,2
1433,2802,3
1434,7722,3
1435,8261,3
1436,6525,5
1437,2624,4
1438,1259,4
1439,5334,3
1440,7444,5
1441,2434,5
1442,9519,1
1443,2716,5
1444,6315,3
1445,2679,5
1446,6942,1
1447,7740,4
1448,6903,5
1449,2813,5
1450,2375,5
1451,2156,5
1452,5236,5
1453,6129,3
1454,6185,4
1455,7672,4
1456,6088,4
1457,8700,5
1458,1772,3
1459,3790,3
1460,4886,1
1461,6967,2
1462,8367,1
1463,3507,5
1464,1729,5
1465,2439,4
1466,1171,4
1467,1173,5
1468,4855,4
1469,5325,5
1470,4913,3
1471,5581,3
1472,3324,5
1473,3187,3
1474,116,1
1475,6810,4
1476,722,2
1477,2012,4
1478,1183,5
1479,2989,3
1480,9561,2
1481,9146,5
1482,1244,5
1483,478,1
1484,5694,3
1485,3608,4
1486,2636,2
1487,571,4
1488,472,1
1489,2478,2
1490,871,2
1491,7633,2
1492,4706,1
1493,6130,5
1494,4834,2
1495,6030,5
1496,669,1
1497,7598,2
1498,2087,3
1499,320,2
1500,897,3
1501,3740,5
1502,2564,5
1503,9258,4
1504,2700,5
1505,5980,3
1506,7117,2
1507,9404,2
1508,5969,4
1509,552,2
1510,1777,2
1511,315,1
1512,6684,5
1513,7555,1
1514,3858,3
1515,7591,4
1516,9289,5
1517,399,4
1518,1511,2
1519,928,4
1520,6238,1
1521,5277,5
1522,6999,5
1523,2143,3
1524,9295,1
1525,4731,1
1526,939,1
1527,9088,5
1528,127,3
1529,862,3
1530,2403,2
1531,772,3
1532,2113,5
1533,9606,1
1534,7596,4
1535,8623,1
1536,1648,5
1537,6614,5
1538,1443,5
1539,5717,3
1540,4118,3
1541,1395,3
1542,6928,3
1543,1919,3
1544,339,2
1545,3596,1
1546,761,1
1547,2428,3
1548,1862,3
1549,6433,5
1550,531,3
1551,8408,2
1552,914,4
1553,3340,3
1554,938,1
1555,2814,2
1556,1288,4
1557,6245,4
1558,4784,4
1559,2897,1
1560,8560,1
1561,7963,3
1562,2215,3
1563,6250,2
1564,2811,2
1565,7864,2
1566,1004,4
1567,5710,2
1568,3466,1
1569,5787,3
1570,6934,4
1571,7043,5
1572,1129,5
1573,9911,3
1574,9129,2
1575,6778,4
1576,5218,2
1577,6968,5
1578,1601,1
1579,8087,1
1580,6560,2
1581,2565,2
1582,7384,4
1583,9055,1
1584,1085,4
1585,5227,3
1586,767,1
1587,8460,3
1588,4182,5
1589,9145,4
1590,9749,4
1591,8375,2
1592,5126,5
1593,8040,1
1594,7578,1
1595,3223,2
1596,5065,5
1597,2599,1
1598,8881,2
1599,1992,2
1600,3946,2
1601,8911,5
1602,486,2
1603,7089,4
1604,5576,5
1605,7488,4
1606,1287,3
1607,6972,5
1608,254,4
1609,4744,1
1610,6601,4
1611,2620,3
1612,8782,4
1613,5746,2
1614,7366,5
1615,8171,1
1616,8292,5
1617,4694,2
1618,555,2
1619,7898,5
1620,1485,1
1621,2066,5
1622,4332,5
1623,363,1
1624,604,5
1625,769,4
1626,9964,1
1627,5980,4
1628,8091,4
1629,3060,4
1630,7472,2
1631,4211,5
1632,8471,2
1633,6288,4
1634,9218,3
1635,3965,2
1636,5436,1
1637,2518,4
1638,7881,2
1639,2183,4
1640,887,4
1641,2582,3
1642,4967,5
1643,1020,1
1644,7209,1
1645,2216,5
1646,6385,5
1647,4349,1
1648,3596,1
1649,7000,5
1650,1064,3
1651,4820,1
1652,4561,5
1653,7865,5
1654,9960,5
1655,8330,5
1656,2571,1
1657,9114,2
1658,7458,2
1659,9000,1
1660,331,2
1661,4056,2
1662,5980,3
1663,3156,1
1664,2422,3
1665,7375,1
1666,5941,5
1667,1569,3
1668,3719,3
1669,2943,3
1670,8628,5
1671,5780,1
1672,7856,3
1673,4942,5
1674,5770,3
1675,7797,2
1676,4630,2
1677,5773,5
1678,3990,2
1679,5885,5
1680,873,4
1681,2607,4
1682,9991,1
1683,4179,2
1684,2669,3
1685,4514,5
1686,6597,3
1687,1313,4
1688,9530,3
1689,5252,5
1690,5523,4
1691,9819,1
1692,5598,3
1693,7649,1
1694,127,4
1695,6112,1
1696,900,1
1697,3278,3
1698,2933,5
1699,9330,4
1700,2820,3
1701,9998,2
1702,9672,3
1703,8841,1
1704,8096,5
1705,2884,3
1706,5242,2
1707,5258,1
1708,1200,2
1709,8449,1
1710,8046,5
1711,289,2
1712,1114,4
1713,6807,4
1714,1879,5
1715,7881,5
1716,9344,1
1717,9951,4
1718,6740,5
1719,4500,3
1720,7227,1
1721,8902,3
1722,8912,5
1723,4174,3
1724,7064,3
1725,818,2
1726,537,4
1727,1256,3
1728,5834,5
1729,2603,1
1730,3462,5
1731,8057,2
1732,8871,3
1733,4869,5
1734,1504,5
1735,9189,2
1736,215,4
1737,848,3
1738,3287,4
1739,5482,3
1740,2410,4
1741,7674,3
1742,4416,2
1743,5114,2
1744,4074,4
1745,1794,2
1746,5325,3
1747,5635,3
1748,6605,1
1749,4097,5
1750,9863,2
1751,6211,4
1752,1731,2
1753,5727,3
1754,5973,2
1755,1507,3
1756,3554,2
1757,2561,1
1758,66,4
1759,3483,3
1760,1719,2
1761,8146,1
1762,2849,1
1763,7436,3
1764,9972,5
1765,9857,5
1766,8847,4
1767,4041,1
1768,6473,4
1769,5244,5
1770,8273,1
1771,3048,1
1772,7061,5
1773,6030,3
1774,6420,4
1775,9666,2
1776,5518,4
1777,636,3
1778,7588,3
1779,5253,4
1780,2853,4
1781,3339,3
1782,7867,4
1783,5556,1
1784,1315,1
1785,6285,3
1786,9108,2
1787,2749,4
1788,1946,5
1789,3191,4
1790,652,5
1791,1011,4
1792,8472,5
1793,9586,2
1794,8449,5
1795,2856,2
1796,2066,2
1797,131,3
1798,4713,5
1799,898,1
1800,1058,2
1801,3838,4
1802,78,2
1803,8928,5
1804,4361,3
1805,7917,1
1806,6673,5
1807,6776,1
1808,4999,1
1809,3995,5
1810,9246,4
1811,4561,2
1812,9933,4
1813,249,3
1814,5932,3
1815,1761,1
1816,1628,2
1817,3278,4
1818,685,4
1819,7119,4
1820,6183,2
1821,8579,5
1822,6652,3
1823,5593,5
1824,2035,2
1825,4931,2
1826,3886,3
1827,4152,5
1828,9390,3
1829,1802,5
1830,212,1
1831,8527,3
1832,6994,1
1833,7459,2
1834,1275,3
1835,1246,2
1836,9325,5
1837,9657,5
1838,3619,5
1839,5439,2
1840,5879,3
1841,7657,4
1842,7064,1
1843,315,4
1844,5265,3
1845,3874,5
1846,4790,3
1847,5176,3
1848,7597,3
1849,1979,4
1850,4135,5
1851,1393,4
1852,8416,5
1853,2743,3
1854,8278,2
1855,1385,2
1856,6212,5
1857,548,3
1858,7269,2
1859,8121,3
1860,7121,4
1861,3477,5
1862,1817,3
1863,3827,3
1864,4485,5
1865,4978,4
1866,1974,3
1867,5631,4
1868,6484,2
1869,7415,3
1870,7626,3
1871,8837,1
1872,3869,2
1873,1720,5
1874,4315,4
1875,8757,3
1876,2739,3
1877,7828,1
1878,8319,2
1879,3190,2
1880,2282,3
1881,3106,2
1882,9578,3
1883,3965,3
1884,5330,3
1885,7501,2
1886,3566,4
1887,2709,1
1888,5955,5
1889,4568,4
1890,5795,4
1891,46,2
1892,8571,4
1893,8528,5
1894,3640,2
