OrderNum,CustomerID,ItemID,Quantity,OrderDate
194,860,3220,490,18/03/2024
195,6404,7395,4,02/09/2023
196,1420,6406,4,28/11/2024
197,5388,8459,4,29/08/2024
198,4995,4613,4,06/05/2024
199,6062,2409,2,15/07/2024
200,164,2981,4,23/06/2024
201,5416,3557,2,02/08/2023
202,4677,4170,1,30/08/2024
203,6892,3311,101,03/08/2023
204,3234,9416,2,01/01/2000
205,2008,7456,1,24/03/2025
206,1519,5994,2,15/10/2023
207,3973,7471,2,26/07/2023
208,4306,5100,4,30/05/2023
209,2457,2037,4,25/05/2024
210,2512,9691,1,12/05/2024
211,5278,7275,1,19/12/2023
212,2368,6269,1,28/01/2024
213,6847,4768,2,28/07/2024
214,3974,656,2,05/05/2024
215,852,1384,3,11/10/2023
216,6377,6760,158,03/09/2024
217,3317,6520,2,08/02/2024
218,5276,4627,2,28/11/2024
219,2329,6507,0,30/06/2024
220,1487,873,48,31/01/2025
221,5720,1458,26,18/10/2024
222,6678,5868,3,20/03/2024
223,1436,5644,1,09/11/2023
224,6454,1650,3,31/07/2024
225,508,5614,1,14/09/2024
226,265,8825,1,01/01/2000
227,2994,9554,1,02/04/2024
228,3094,5763,83,09/05/2025
229,3975,2566,2,27/03/2025
230,1628,5526,4,20/11/2024
231,3266,983,2,29/09/2023
232,2783,3499,0,23/06/2023
233,5177,7281,2,16/03/2025
234,404,4477,4,01/12/2023
235,4481,9606,391,06/12/2024
236,1388,2683,3,20/09/2024
237,596,3361,1,29/10/2024
238,6451,6741,2,15/10/2024
239,6337,884,2,03/03/2024
240,2199,1514,3,23/07/2023
241,1279,5052,0,31/01/2025
242,2354,469,2,14/10/2023
243,6068,6648,4,01/01/2000
244,3027,8761,3,23/02/2025
245,5080,1256,1,09/06/2024
246,5623,2792,133,07/04/2024
247,993,3808,4,11/02/2025
248,2235,66,4,20/02/2024
249,2999,4760,3,03/12/2024
250,2227,563,1,21/03/2024
251,3535,1129,4,13/05/2025
252,176,7187,2,12/10/2024
253,6267,9970,1,05/11/2023
254,5065,2890,3,25/02/2024
255,2989,1665,0,28/02/2024
256,3324,7755,2,14/09/2024
257,5654,6797,1,15/09/2024
258,84,3252,5,26/11/2024
259,3933,3665,5,29/05/2024
260,3749,3543,5,31/03/2025
261,3739,6414,4,07/07/2023
262,1317,2954,2,08/10/2024
263,2054,7393,23,03/01/2024
264,3405,7881,2,29/01/2024
265,5845,5812,3,20/06/2023
266,6337,4294,5,19/10/2023
267,3972,7413,37,13/03/2024
268,3319,3129,4,11/09/2023
269,3146,4782,2,11/08/2024
270,4490,3173,1,09/04/2025
271,6511,3504,3,02/02/2024
272,4916,7736,1,23/06/2023
273,3747,2371,3,29/05/2024
274,763,5338,285,27/11/2024
275,6259,5219,1,17/07/2023
276,1049,7179,4,02/01/2025
277,6084,9375,5,18/03/2024
278,718,8328,3,20/05/2023
279,3859,2735,1,21/07/2024
280,522,1982,317,22/04/2025
281,3799,4137,348,24/11/2024
282,6937,8698,1,12/06/2023
283,5547,1833,3,03/07/2024
284,551,4542,2,19/03/2025
285,6509,8578,4,27/06/2024
286,2887,7164,2,03/07/2024
287,216,3289,1,29/06/2024
288,666,6373,3,29/05/2023
289,6367,6880,1,15/10/2023
290,4776,3618,0,18/04/2025
291,4262,2253,2,17/10/2024
292,3898,8135,1,06/05/2025
293,911,6460,1,28/01/2024
294,5034,1305,282,26/08/2023
295,3297,1121,2,16/02/2025
296,1045,2986,3,13/05/2025
297,1775,9144,1,25/10/2024
298,2351,5151,4,14/02/2025
299,2108,9044,2,14/06/2024
300,2397,4956,2,06/11/2023
301,1029,5526,188,15/09/2024
302,4367,9088,5,21/06/2024
303,2603,8754,2,11/07/2023
304,550,5899,5,08/01/2024
305,3005,9060,0,01/01/2000
306,1396,1038,3,07/03/2024
307,4339,2348,4,27/09/2023
308,1238,7209,5,24/07/2023
309,2630,7644,5,28/01/2024
310,2070,5567,42,11/03/2024
311,6212,5778,164,14/10/2023
312,4893,6215,1,08/06/2024
313,3617,4845,5,15/11/2023
314,1285,1005,4,01/01/2000
315,1417,5014,1,30/11/2023
316,135,2793,0,15/07/2024
317,571,2958,0,04/05/2025
318,6952,2297,5,29/06/2023
319,3433,359,3,19/04/2025
320,1886,2758,1,04/01/2025
321,61,7920,1,19/01/2025
322,36,9789,2,12/09/2024
323,275,2995,4,03/02/2025
324,1154,21,4,02/09/2023
325,5160,9731,2,22/11/2024
326,4147,6032,5,10/06/2024
327,2984,9226,0,26/04/2024
328,3360,7992,4,04/07/2024
329,2154,4134,4,14/08/2023
330,3897,819,1,18/11/2024
331,6600,2343,1,22/06/2024
332,5736,9779,2,25/10/2023
333,6183,8710,5,08/04/2024
334,4634,453,2,12/09/2024
335,5662,464,3,14/12/2023
336,241,3998,1,07/10/2023
337,3906,6958,1,23/06/2023
338,3340,4192,3,01/01/2000
339,4228,15,2,11/01/2025
340,6837,9143,1,07/01/2025
341,6927,3196,453,25/04/2024
342,4100,8696,4,26/10/2024
343,4324,5339,3,01/01/2000
344,1235,8308,2,06/10/2024
345,5718,9971,3,08/11/2024
346,985,2180,298,08/03/2024
347,480,8690,4,19/09/2023
348,1430,3064,2,23/12/2023
349,5037,2473,1,20/05/2023
350,1756,7373,299,18/06/2023
351,4847,6863,1,01/01/2000
352,2956,7786,2,01/01/2000
353,5627,172,2,05/09/2024
354,5778,6832,1,10/08/2024
355,929,2885,4,02/11/2024
356,2163,2192,2,29/03/2025
357,1626,4000,3,02/09/2023
358,2692,6954,1,01/07/2023
359,5948,4078,5,04/02/2024
360,5472,8096,5,01/12/2023
361,1681,2973,5,13/09/2023
362,4876,8823,3,10/09/2023
363,5568,8275,5,09/08/2024
364,5690,2573,5,11/03/2025
365,4344,7233,1,22/01/2024
366,4429,2955,5,08/08/2023
367,3189,5993,5,28/02/2025
368,5159,6554,2,26/09/2023
369,5352,3329,2,01/01/2000
370,4814,8217,2,28/11/2023
371,6115,8231,1,10/01/2025
372,1898,8784,2,19/09/2024
373,6094,245,3,23/05/2024
374,3744,3202,4,27/04/2025
375,5798,4099,1,07/12/2023
376,6235,2668,2,26/08/2024
377,3262,5912,2,08/06/2024
378,5852,4688,1,02/05/2025
379,3054,9923,0,13/09/2024
380,3629,7325,2,14/09/2023
381,2628,7361,1,17/01/2024
382,4760,981,1,24/08/2024
383,1685,9303,5,30/11/2023
384,2102,7527,1,18/10/2023
385,1766,425,0,12/02/2024
386,1584,5379,0,24/08/2024
387,6944,6778,4,11/03/2024
388,2144,3193,5,13/02/2025
389,5626,7828,1,12/04/2024
390,1498,7955,3,01/01/2000
391,1981,1273,4,29/10/2023
392,207,2397,268,15/10/2024
393,4623,1061,4,13/05/2024
394,4395,774,4,17/11/2024
395,6615,4594,2,08/07/2023
396,4302,5266,1,27/11/2023
397,5857,9592,5,17/12/2024
398,3743,2870,3,01/01/2000
399,1178,2653,3,11/03/2025
400,76,8207,2,30/03/2025
401,71,6060,222,01/01/2000
402,435,2331,2,01/01/2000
403,641,3232,3,16/04/2025
404,6661,5057,1,26/04/2024
405,3997,5916,3,30/04/2024
406,740,268,2,19/03/2024
407,6583,5066,0,27/10/2023
408,5972,7919,2,01/06/2024
409,1732,1476,250,20/08/2024
410,6167,6420,5,05/04/2025
411,4757,1687,4,19/02/2024
412,4873,1991,1,03/07/2023
413,1831,1003,2,21/06/2024
414,6405,9984,3,28/04/2024
415,3016,9636,5,01/04/2025
416,2321,2253,5,11/04/2025
417,3356,3943,5,18/09/2024
418,5180,1103,3,01/01/2000
419,1631,4511,3,03/10/2023
420,286,3464,4,19/08/2023
421,5613,33,5,09/05/2024
422,5993,6970,270,25/07/2023
423,2650,5798,3,03/12/2024
424,377,3280,3,13/02/2025
425,2667,6550,5,27/05/2023
426,1877,4424,4,07/04/2024
427,2593,139,5,13/02/2024
428,6992,6016,337,12/02/2025
429,3383,3778,3,31/07/2023
430,4102,3128,5,30/11/2023
431,3289,458,3,27/03/2024
432,4110,2945,0,13/12/2023
433,6560,6500,1,20/08/2023
434,871,7917,2,01/06/2024
435,3826,1467,2,24/01/2024
436,6390,1088,3,26/10/2023
437,809,7983,2,28/06/2024
438,6850,5479,87,31/05/2024
439,2455,1074,5,05/12/2023
440,1796,9467,1,21/01/2024
441,6496,4077,0,31/12/2023
442,3142,3279,3,02/02/2024
443,3263,2090,5,07/03/2025
444,6898,9888,4,01/07/2024
445,1786,3122,2,15/12/2023
446,737,4717,1,11/10/2024
447,1212,5051,3,12/09/2024
448,2979,1997,1,01/08/2023
449,1519,4710,478,04/09/2023
450,5562,10,3,04/05/2025
451,1012,1167,3,26/09/2023
452,968,3963,5,24/02/2025
453,4023,9258,4,02/02/2025
454,3031,6161,5,16/02/2025
455,5601,4718,2,15/12/2023
456,4280,8459,5,29/07/2023
457,141,1751,1,30/04/2025
458,1369,8913,2,30/09/2024
459,3807,9149,111,03/04/2024
460,2853,2321,1,23/08/2023
461,792,1697,5,03/11/2024
462,1578,3150,1,19/10/2024
463,203,6329,1,10/04/2025
464,6848,8758,1,07/07/2024
465,4712,6083,3,11/06/2023
466,6553,9325,5,20/07/2023
467,2742,5691,3,20/02/2025
468,4717,1483,4,10/01/2025
469,191,41,1,09/12/2023
470,2439,1836,2,30/11/2024
471,2814,6011,5,27/05/2024
472,2238,1984,0,02/08/2024
473,5440,3460,2,27/07/2024
474,2758,8634,2,02/12/2024
475,1514,4630,4,05/04/2025
476,3901,1266,3,29/01/2025
477,2473,73,185,24/02/2024
478,6812,7711,3,17/10/2023
479,256,9508,4,27/09/2023
480,3941,9250,4,04/08/2023
481,3164,3885,4,25/09/2024
482,2329,7137,3,24/09/2023
483,1193,9774,378,30/01/2024
484,5211,6838,4,09/01/2024
485,4861,342,1,29/12/2024
486,3603,8077,4,01/01/2000
487,1286,2432,5,06/12/2024
488,649,4744,3,08/05/2025
489,4014,6289,2,07/07/2023
490,206,8632,1,27/10/2023
491,186,1483,4,19/12/2024
492,3652,7907,4,26/01/2025
493,672,7485,474,17/09/2024
494,5366,9243,2,22/08/2024
495,6613,8339,464,30/11/2024
496,2100,4308,5,27/01/2025
497,2502,271,2,27/11/2024
498,3884,1117,4,13/10/2023
499,5989,3355,1,01/01/2000
500,1810,4632,5,15/09/2024
501,6627,2479,106,07/02/2025
502,3107,5246,2,31/07/2024
503,345,8674,12,21/02/2025
504,6364,7892,4,02/01/2025
505,6961,1281,2,04/06/2024
506,5686,7928,2,16/05/2024
507,6141,5605,3,25/08/2023
508,3561,4524,4,11/01/2025
509,4510,9218,5,24/11/2024
510,5707,1921,5,06/10/2023
511,3232,8509,5,30/04/2024
512,242,5094,3,01/01/2000
513,876,3223,317,11/01/2025
514,5111,4326,4,26/05/2024
515,842,4158,4,06/04/2025
516,6903,3712,3,19/09/2023
517,1668,2623,3,08/02/2025
518,5161,7814,5,08/09/2023
519,6311,6655,1,31/05/2024
520,6839,867,5,31/01/2025
521,1826,5106,2,03/10/2024
522,6950,7528,3,08/12/2024
523,3966,7552,415,04/07/2024
524,2284,5759,0,03/02/2025
525,3255,1143,267,29/09/2024
526,591,8593,3,31/07/2023
527,144,8397,4,16/07/2024
528,6523,6663,2,17/05/2023
529,1779,9955,4,05/11/2024
530,685,7144,484,27/01/2024
531,4004,3900,119,21/03/2024
532,3532,9343,1,05/02/2025
533,3072,1071,2,02/08/2024
534,6029,7843,28,03/08/2024
535,4121,9367,3,17/11/2023
536,2531,4940,1,26/05/2023
537,2664,5925,2,09/04/2025
538,3358,8114,177,22/03/2025
539,4492,5842,0,18/09/2023
540,1811,4555,4,16/01/2025
541,186,2218,2,07/01/2025
542,4111,6510,3,10/02/2024
543,379,1555,5,13/10/2024
544,3655,4152,5,09/07/2023
545,3197,3959,450,09/09/2023
546,3589,2865,5,26/05/2023
547,3469,7920,2,31/05/2024
548,604,18,1,16/05/2024
549,1607,2976,5,22/12/2023
550,949,1827,3,01/01/2000
551,2408,9595,195,10/04/2025
552,1614,6860,2,04/05/2025
553,3030,2934,4,31/01/2024
554,6739,2259,1,16/10/2024
555,3081,7806,3,08/09/2023
556,1793,242,4,18/01/2024
557,1331,284,3,18/10/2023
558,4830,8517,5,27/05/2024
559,6479,1746,5,20/08/2024
560,6610,3418,1,13/04/2024
561,6128,7624,3,10/04/2024
562,1601,862,2,22/08/2023
563,2718,6039,4,29/11/2024
564,5994,1653,56,01/04/2024
565,2798,9044,1,21/08/2023
566,1962,6958,2,07/05/2024
567,2365,7461,2,01/01/2000
568,6797,6416,2,25/11/2023
569,6825,2497,3,29/10/2023
570,6657,5693,5,02/07/2024
571,1920,6109,220,15/12/2023
572,6140,425,0,02/08/2023
573,1792,2398,5,13/04/2024
574,5099,8121,98,24/05/2024
575,4560,8420,2,06/03/2024
576,207,8773,4,10/08/2024
577,4997,1479,108,21/08/2023
578,3842,5136,1,24/11/2023
579,6347,4039,2,07/04/2024
580,2458,2011,3,18/08/2023
581,1410,1232,1,31/08/2024
582,4476,1155,238,03/05/2025
583,641,4883,5,09/06/2023
584,3967,2025,4,20/08/2023
585,5306,8887,3,08/08/2023
586,735,8479,31,03/08/2024
587,3459,4871,2,12/11/2024
588,3209,7423,4,21/03/2024
589,2665,9605,3,10/11/2024
590,199,8009,4,03/03/2024
591,5400,8349,4,03/04/2024
592,4639,8700,2,14/03/2024
593,5786,3257,4,31/03/2024
594,528,1166,4,28/02/2024
595,6866,9913,2,17/07/2023
596,2785,9278,1,02/03/2024
597,2565,2952,252,07/06/2023
598,4400,6060,5,01/02/2024
599,6851,7845,2,10/09/2023
600,4621,3041,1,04/07/2023
601,5470,8208,251,11/03/2024
602,3112,5954,3,21/07/2024
603,5836,503,2,25/09/2023
604,2224,9053,0,04/04/2025
605,523,3381,10,22/05/2023
606,3627,1818,4,28/07/2023
607,4186,7622,0,17/10/2024
608,2812,2827,3,06/08/2023
609,1986,4839,2,02/11/2024
610,2498,199,5,10/12/2024
611,1935,6185,0,03/03/2024
612,81,4620,35,12/01/2024
613,3597,568,0,20/12/2024
614,681,7757,1,30/05/2024
615,5367,3380,1,08/10/2024
616,114,6865,4,20/09/2024
617,6590,2296,2,08/10/2024
618,5197,2122,4,30/07/2023
619,5573,1538,5,10/08/2024
620,3691,1150,1,14/06/2023
621,2534,5474,1,08/02/2025
622,3846,4224,4,18/04/2025
623,4414,5965,1,24/12/2023
624,995,7554,2,26/08/2023
625,2187,6963,2,24/03/2024
626,4473,5379,0,08/08/2024
627,868,2477,1,05/05/2024
628,5179,7449,1,06/08/2024
629,576,4977,5,15/08/2024
630,2446,1328,3,01/11/2023
631,627,9574,1,08/03/2025
632,3354,8376,2,27/03/2024
633,5998,9884,5,22/05/2023
634,1276,9531,3,14/11/2024
635,4118,4686,5,05/02/2024
636,4252,8754,3,30/09/2024
637,1181,5604,293,01/03/2024
638,1314,2746,4,09/06/2024
639,4935,328,1,15/07/2024
640,5761,2416,1,21/05/2024
641,4030,4178,284,27/07/2024
642,4767,127,1,11/07/2024
643,1101,1323,245,13/09/2024
644,5297,1685,5,14/11/2024
645,888,1327,3,16/12/2024
646,1996,1757,3,14/06/2024
647,3569,1371,3,04/01/2025
648,5620,3670,257,20/08/2023
649,1683,865,5,21/05/2023
650,1477,8696,5,22/12/2024
651,4073,592,4,13/05/2025
652,6862,8933,1,31/01/2025
653,2527,114,1,21/02/2025
654,5908,1442,67,06/10/2024
655,2981,9105,0,03/09/2023
656,4164,2751,2,16/03/2024
657,3326,4494,4,25/03/2024
658,735,7225,3,18/12/2024
659,1206,4617,3,26/09/2024
660,3109,9760,0,28/12/2024
661,2129,6836,1,16/03/2025
662,3976,3744,3,10/04/2025
663,6495,4141,5,03/06/2023
664,2176,1409,2,25/12/2024
665,4963,238,1,15/06/2023
666,1818,7745,3,28/01/2025
667,3663,5684,5,08/01/2025
668,6557,7496,3,27/05/2024
669,1163,3531,221,29/04/2024
670,1536,9210,3,23/11/2023
671,5640,6510,4,03/04/2025
672,5064,8092,3,02/10/2023
673,3216,5404,2,21/03/2024
674,6159,1612,4,05/07/2024
675,6644,362,1,01/01/2000
676,6977,7910,4,30/04/2024
677,223,3057,4,03/11/2023
678,1431,4974,2,19/05/2023
679,6088,759,2,26/01/2024
680,300,5656,5,17/02/2024
681,5971,2013,2,13/08/2024
682,6327,247,1,23/07/2024
683,6614,7482,3,25/09/2023
684,5075,8884,3,17/01/2024
685,3191,5295,5,06/04/2025
686,2310,9309,1,01/01/2000
687,3494,8145,2,08/09/2023
688,4331,9345,1,01/01/2000
689,6007,7602,3,24/08/2023
690,82,7863,4,02/04/2024
691,4069,8395,2,02/05/2025
692,4038,9012,1,05/09/2023
693,5694,1735,4,09/10/2024
694,4120,8731,1,16/04/2024
695,166,5444,2,29/08/2024
696,546,1365,3,02/06/2023
697,1612,1324,1,13/06/2023
698,1098,279,3,04/03/2024
699,3147,2013,1,22/04/2024
700,1881,1530,5,12/11/2023
701,1568,2997,5,21/10/2024
702,4157,9810,4,09/10/2023
703,4158,6894,2,31/12/2023
704,6439,726,1,27/06/2024
705,84,2301,5,25/03/2025
706,3421,7169,1,05/01/2025
707,5730,8835,1,12/03/2024
708,1196,8325,1,18/08/2023
709,5721,8063,4,12/03/2025
710,3095,6251,4,21/08/2024
711,6146,1489,1,07/09/2024
712,4199,8566,1,06/03/2024
713,4161,8853,4,20/06/2024
714,6560,454,1,02/09/2024
715,4962,9366,5,23/07/2024
716,6225,8909,0,22/06/2024
717,998,4834,2,20/06/2024
718,6128,7341,1,18/02/2025
719,3574,9666,2,31/12/2023
720,6859,7078,1,14/02/2024
721,3632,4367,3,22/11/2023
722,1052,937,4,14/09/2023
723,3716,1001,5,21/05/2024
724,5437,4888,2,01/01/2000
725,5287,5054,3,12/06/2023
726,3275,5258,4,02/07/2023
727,5460,1173,3,24/04/2025
728,3517,8979,3,18/09/2023
729,4047,7675,3,07/10/2023
730,316,8494,2,31/01/2025
731,6977,9039,4,03/05/2025
732,2289,9147,3,16/03/2025
733,6556,4558,4,04/06/2023
734,1746,340,3,16/04/2025
735,5947,765,1,27/03/2025
736,3887,4372,1,19/01/2024
737,2811,692,2,03/06/2023
738,453,7245,2,03/03/2024
739,4723,4692,395,22/05/2023
740,5928,135,2,15/08/2023
741,3654,4047,1,10/10/2024
742,3306,4072,4,25/10/2024
743,5725,1243,1,23/10/2023
744,74,9445,2,12/02/2024
745,2155,8419,228,10/02/2025
746,1644,785,3,10/01/2024
747,5948,1369,0,29/09/2023
748,3197,1311,0,08/07/2024
749,6187,4163,1,17/05/2024
750,2730,8549,437,20/09/2023
751,6188,8121,4,28/09/2023
752,4320,8708,5,22/03/2025
753,2578,6829,2,20/09/2023
754,3065,3286,5,25/02/2024
755,6016,6964,3,07/07/2024
756,6758,9268,3,28/09/2024
757,1796,4993,3,04/05/2024
758,6462,9043,5,13/02/2025
759,3823,1920,2,23/02/2025
760,509,5097,5,20/02/2024
761,4104,1271,5,29/01/2024
762,4491,5169,5,08/12/2023
763,5731,111,1,04/11/2024
764,3999,8675,3,11/07/2023
765,2581,1526,1,07/11/2023
766,3405,3337,1,11/05/2024
767,430,4298,1,13/08/2023
768,208,7617,3,03/01/2025
769,23,5127,172,05/12/2023
770,6356,7565,2,28/07/2023
771,4608,5160,4,01/01/2000
772,3422,9615,5,12/09/2023
773,263,9799,3,15/11/2023
774,5758,17,1,07/10/2024
775,5631,6653,1,20/12/2023
776,2134,5454,0,18/03/2024
777,1737,7352,3,21/08/2023
778,2562,4764,3,03/07/2023
779,4825,5946,3,29/07/2024
780,4341,3220,3,28/05/2024
781,4514,6225,2,03/10/2023
782,3255,2035,0,21/07/2023
783,6732,8547,5,04/12/2023
784,4480,7283,3,29/12/2024
785,654,7233,4,07/12/2023
786,2825,4527,5,08/05/2024
787,2651,1320,1,02/09/2023
788,6348,5675,3,17/02/2025
789,2254,5212,100,01/01/2000
790,4975,4702,4,13/10/2024
791,538,3767,1,14/12/2024
792,5147,9567,409,04/06/2024
793,3487,3397,4,03/06/2023
794,1011,3951,5,20/07/2023
795,6400,7836,3,10/03/2024
796,1049,5385,5,25/08/2024
797,4521,5226,1,01/01/2000
798,2420,6635,2,16/06/2024
799,6585,8889,270,20/07/2023
800,6684,8900,5,14/06/2024
801,3518,171,1,04/02/2024
802,5950,4830,4,23/02/2024
803,6095,9650,5,27/02/2024
804,473,6276,2,07/04/2025
805,1368,1121,4,20/11/2024
806,1894,4993,3,29/05/2023
807,3693,9093,1,15/04/2025
808,177,4548,5,02/11/2023
809,5763,9536,2,29/01/2024
810,1161,8259,4,24/05/2024
811,6776,9699,1,01/01/2000
812,3561,977,3,08/09/2024
813,1801,1854,4,27/09/2023
814,4994,3776,0,10/07/2023
815,5352,2280,490,25/06/2023
816,3178,1156,5,28/07/2024
817,2041,1399,2,02/07/2023
818,469,7432,1,02/01/2024
819,5747,900,5,05/06/2023
820,3296,9404,70,02/05/2025
821,2655,8654,59,17/06/2023
822,2865,1840,2,15/07/2024
823,6529,4650,2,07/08/2024
824,2040,4391,4,24/09/2023
825,2764,8742,5,21/01/2025
826,1223,3152,1,31/01/2024
827,2540,2119,311,22/01/2025
828,3015,3864,3,14/02/2025
829,2928,9031,3,12/08/2024
830,953,2383,420,07/07/2024
831,640,7369,1,14/01/2025
832,6331,9054,2,28/08/2024
