PaymentID,OrderNum,PaymentMethod,IsDefault,Amount
96,49,Bank Transfer,TRUE,1419.74
97,49,PayPal,TRUE,1543.62
98,49,Credit Card,TRUE,1874.17
99,50,PayPal,FALSE,1335.17
100,50,Cash,FALSE,187.56
101,51,Cash,FALSE,642.53
102,51,PayPal,TRUE,1341.38
103,51,Bank Transfer,TRUE,1412.4
104,52,PayPal,TRUE,1011.467853
105,53,Bank Transfer,FALSE,1047.16
106,53,Bank Transfer,TRUE,1273.8
107,53,PayPal,FALSE,1781.97
108,54,PayPal,FALSE,1252.6
109,55,Cash,FALSE,1381.49
110,55,PayPal,TRUE,1611.31
111,55,Bank Transfer,FALSE,457.78
112,56,Credit Card,FALSE,1094.4
113,56,Credit Card,TRUE,901.19
114,56,Cash,FALSE,1306.97
115,57,Credit Card,FALSE,1216.56
116,57,Credit Card,FALSE,1590.82
117,57,Cash,TRUE,588.92
118,58,Credit Card,TRUE,1062.91
119,58,PayPal,FALSE,1132.39
120,59,PayPal,TRUE,917.46
121,59,Credit Card,TRUE,977.75
122,59,Cash,FALSE,432.1
123,60,Cash,FALSE,1865.32
124,61,Bank Transfer,TRUE,823.07
125,61,Credit Card,FALSE,891.17
126,62,PayPal,FALSE,1541.98
127,63,Cash,FALSE,1683.44
128,63,PayPal,TRUE,1894.04
129,63,Bank Transfer,FALSE,138.38
130,64,PayPal,TRUE,572.46
131,64,Cash,FALSE,1297.32
132,65,PayPal,FALSE,361.94
133,66,Cash,TRUE,592.94
134,67,PayPal,FALSE,27.64
135,68,Credit Card,FALSE,480.89
136,68,Bank Transfer,FALSE,537.38
137,68,Cash,TRUE,586.52
138,69,PayPal,TRUE,1403.48
139,69,PayPal,TRUE,1938.61
140,70,Credit Card,FALSE,1315.65
141,70,Bank Transfer,TRUE,1011.467853
142,71,PayPal,TRUE,148.74
143,71,Cash,TRUE,1347.07
144,71,Credit Card,TRUE,1011.467853
145,72,Cash,FALSE,820.21
146,73,Bank Transfer,FALSE,1308.85
147,73,Credit Card,TRUE,1350.53
148,74,PayPal,TRUE,1639.63
149,75,Bank Transfer,FALSE,565.56
150,75,Cash,TRUE,1896.78
151,76,Credit Card,FALSE,555.24
152,76,Bank Transfer,FALSE,1180.54
153,77,Credit Card,TRUE,1317.01
154,78,PayPal,FALSE,1496.69
155,79,Cash,TRUE,1059.66
156,80,PayPal,TRUE,1674.57
157,81,PayPal,TRUE,1736.64
158,81,Bank Transfer,FALSE,1397.98
159,81,PayPal,FALSE,820.55
160,82,PayPal,FALSE,693.83
161,82,PayPal,FALSE,998.55
162,82,Bank Transfer,FALSE,1540.29
163,83,PayPal,TRUE,937.56
164,84,PayPal,TRUE,1625.64
165,84,Credit Card,TRUE,112.98
166,84,PayPal,TRUE,352.21
167,85,PayPal,TRUE,1265.99
168,86,Bank Transfer,TRUE,1011.467853
169,87,Credit Card,FALSE,1889.11
170,88,Cash,TRUE,831.12
171,88,Bank Transfer,FALSE,1011.467853
172,88,Credit Card,FALSE,1519.47
173,89,Credit Card,FALSE,835.97
174,89,Bank Transfer,TRUE,1938.11
175,89,Cash,FALSE,1011.467853
176,90,Cash,TRUE,1539.74
177,90,PayPal,TRUE,711.57
178,91,Credit Card,TRUE,486.35
179,92,Bank Transfer,FALSE,482.52
180,92,Credit Card,TRUE,1371.03
181,93,Credit Card,TRUE,1862.21
182,93,Bank Transfer,TRUE,1596.86
183,94,Cash,FALSE,398.21
184,94,PayPal,TRUE,1427.29
185,95,Cash,TRUE,1234.42
186,96,Cash,TRUE,1869.01
187,97,Bank Transfer,TRUE,1393.67
188,97,Credit Card,FALSE,1756.91
189,97,Credit Card,TRUE,1143.57
190,98,PayPal,TRUE,1712.29
191,98,Bank Transfer,TRUE,849.42
192,98,PayPal,FALSE,658.97
193,99,Bank Transfer,FALSE,1511.22
194,99,Credit Card,TRUE,765.82
195,99,Credit Card,TRUE,101.31
196,100,Cash,FALSE,919.63
197,101,Cash,FALSE,632.64
198,101,Credit Card,TRUE,260.96
199,102,Cash,TRUE,396.93
200,102,Credit Card,TRUE,983.34
201,102,Credit Card,TRUE,1108.5
202,103,Credit Card,TRUE,1848.98
203,104,Bank Transfer,TRUE,838.1
204,104,PayPal,TRUE,1148.57
205,105,Credit Card,TRUE,1350.7
206,105,Bank Transfer,TRUE,1588.3
207,106,Cash,FALSE,1437.44
208,106,Bank Transfer,FALSE,1300.15
209,106,Bank Transfer,TRUE,980.14
210,107,Credit Card,TRUE,1083.25
211,108,PayPal,FALSE,1049.09
212,109,Credit Card,TRUE,1236.75
213,110,Bank Transfer,FALSE,732.23
214,110,PayPal,FALSE,1580.76
215,110,Credit Card,TRUE,1742.87
216,111,Credit Card,FALSE,1599.6
217,111,Credit Card,FALSE,1011.467853
218,111,PayPal,TRUE,1011.467853
219,112,Bank Transfer,FALSE,507.5
220,113,PayPal,FALSE,1328.62
221,114,Bank Transfer,FALSE,367.73
222,115,PayPal,FALSE,261.79
223,115,Credit Card,FALSE,1965.86
224,115,PayPal,TRUE,1011.467853
225,116,PayPal,FALSE,617.65
226,116,Bank Transfer,FALSE,1442.38
227,116,PayPal,FALSE,962.56
228,117,Credit Card,TRUE,841.31
229,118,Credit Card,TRUE,1445.19
230,119,Bank Transfer,TRUE,1071.24
231,119,Credit Card,TRUE,549.82
232,120,Cash,TRUE,1011.467853
233,121,PayPal,FALSE,782.69
234,121,Cash,TRUE,744.11
235,121,PayPal,TRUE,558.02
236,122,PayPal,TRUE,1417.77
237,123,Credit Card,TRUE,602.05
238,123,Credit Card,TRUE,455.68
239,123,PayPal,FALSE,243.99
240,124,Credit Card,TRUE,1680.17
241,124,Bank Transfer,TRUE,130.99
242,125,Cash,TRUE,1207.3
243,125,Credit Card,TRUE,1789.66
244,125,Credit Card,FALSE,1011.467853
245,126,Credit Card,TRUE,1976.14
246,126,PayPal,TRUE,43.96
247,127,Cash,TRUE,1134.92
248,127,PayPal,TRUE,1751.35
249,127,PayPal,FALSE,1110.85
250,128,Cash,TRUE,312.1
251,128,Cash,FALSE,1520.09
252,129,PayPal,FALSE,377.36
253,130,Credit Card,FALSE,119.84
254,130,Cash,FALSE,567.62
255,130,PayPal,TRUE,1293.6
256,131,Bank Transfer,FALSE,539.92
257,131,PayPal,FALSE,894.85
258,132,PayPal,TRUE,950.29
259,133,Cash,FALSE,1773.57
260,133,PayPal,TRUE,1011.467853
261,133,Credit Card,TRUE,1313.82
262,134,Bank Transfer,FALSE,1011.467853
263,134,Bank Transfer,TRUE,1011.467853
264,134,Bank Transfer,TRUE,1367.98
265,135,Cash,FALSE,485.61
266,136,Cash,FALSE,631.59
267,137,Cash,FALSE,1443.3
268,137,Bank Transfer,FALSE,1244.75
269,138,Cash,FALSE,1201.02
270,138,PayPal,FALSE,925.04
271,138,Cash,TRUE,624.33
272,139,Bank Transfer,FALSE,1011.467853
273,139,Credit Card,FALSE,705.02
274,139,PayPal,TRUE,457.28
275,140,Credit Card,FALSE,178.1
276,140,Credit Card,TRUE,1899.37
277,141,Credit Card,FALSE,484.17
278,141,Cash,FALSE,69.93
279,142,Credit Card,TRUE,1442.54
280,143,PayPal,TRUE,1530.2
281,143,PayPal,FALSE,257.89
282,143,Cash,TRUE,137.69
283,144,Credit Card,TRUE,1011.467853
284,145,Bank Transfer,FALSE,1429.49
285,146,Credit Card,TRUE,867.01
286,147,Bank Transfer,FALSE,155.11
287,147,PayPal,TRUE,1138.53
288,148,Cash,FALSE,1709.45
289,148,Bank Transfer,FALSE,1975.92
290,148,Bank Transfer,TRUE,1388.56
291,149,Cash,TRUE,980.18
292,149,Cash,FALSE,1424.47
293,150,Credit Card,TRUE,889.62
294,150,Cash,TRUE,713.53
295,151,Credit Card,TRUE,1541.03
296,151,Credit Card,FALSE,349.75
297,151,Bank Transfer,FALSE,1701.75
298,152,Bank Transfer,TRUE,1134.53
299,152,Credit Card,TRUE,882.69
300,153,Bank Transfer,TRUE,1011.467853
301,153,PayPal,TRUE,87.3
302,154,Bank Transfer,TRUE,714.15
303,154,Credit Card,TRUE,1286.44
304,155,Bank Transfer,TRUE,1011.467853
305,155,Cash,TRUE,1124.78
306,155,Bank Transfer,FALSE,1701.95
307,156,PayPal,TRUE,424.66
308,156,PayPal,FALSE,1011.467853
309,156,Bank Transfer,FALSE,804.3
310,157,Bank Transfer,TRUE,965.77
311,157,Bank Transfer,FALSE,1011.467853
312,157,PayPal,FALSE,105.69
313,158,PayPal,FALSE,1660.36
314,158,Credit Card,TRUE,1011.467853
315,158,Cash,TRUE,630.85
316,159,PayPal,FALSE,202.39
317,159,PayPal,FALSE,1326.66
318,159,Cash,FALSE,1300.31
319,160,PayPal,TRUE,1221.5
320,161,Cash,TRUE,1147.05
321,162,Credit Card,FALSE,609.74
322,162,Credit Card,TRUE,383.92
323,162,Bank Transfer,TRUE,1011.467853
324,163,Cash,TRUE,1730.37
325,164,Bank Transfer,FALSE,352.03
326,165,Bank Transfer,FALSE,1441.23
327,165,Bank Transfer,FALSE,276.93
328,165,PayPal,TRUE,1005.17
329,166,PayPal,TRUE,1658.27
330,166,Bank Transfer,FALSE,304.23
331,166,Cash,TRUE,1311.49
332,167,Bank Transfer,FALSE,1679.03
333,168,Bank Transfer,FALSE,1019.18
334,169,Bank Transfer,FALSE,1694.35
335,170,Credit Card,FALSE,651.97
336,171,Cash,FALSE,242.53
337,171,Bank Transfer,TRUE,222.18
338,171,Cash,TRUE,1569.09
339,172,Cash,TRUE,1441.58
340,173,Cash,TRUE,1011.467853
341,174,Credit Card,FALSE,158.78
342,175,Bank Transfer,TRUE,1474.49
343,175,Bank Transfer,FALSE,1218.11
344,175,Cash,FALSE,384.84
345,176,Credit Card,TRUE,1836.13
346,176,Bank Transfer,FALSE,484.83
347,176,Cash,FALSE,95.35
348,177,PayPal,FALSE,266.13
349,177,PayPal,TRUE,683.74
350,178,PayPal,FALSE,661.42
351,178,Cash,TRUE,1036.79
352,179,Credit Card,TRUE,827.49
353,180,Bank Transfer,TRUE,1015.12
354,181,Credit Card,TRUE,1011.467853
355,182,Cash,TRUE,602.99
356,183,Cash,FALSE,796.44
357,184,Cash,FALSE,617.55
358,184,Credit Card,TRUE,940.72
359,184,Credit Card,TRUE,565.41
360,185,Bank Transfer,FALSE,191.22
361,185,Bank Transfer,FALSE,1212.75
362,185,Credit Card,FALSE,1335.08
363,186,Cash,FALSE,510
364,186,PayPal,FALSE,919.38
365,186,Cash,TRUE,879.58
366,187,Credit Card,FALSE,1680.28
367,187,Credit Card,TRUE,199.54
368,188,Cash,FALSE,171.97
369,188,Cash,TRUE,1444.79
370,189,PayPal,FALSE,643.82
371,189,Credit Card,FALSE,403.8
372,190,PayPal,FALSE,854.06
373,190,Credit Card,TRUE,1151.5
374,190,Credit Card,FALSE,1164.69
375,191,Bank Transfer,TRUE,830.06
376,191,Credit Card,TRUE,977.82
377,191,Bank Transfer,TRUE,413.68
378,192,Credit Card,FALSE,1459.32
379,192,PayPal,TRUE,180
380,193,Cash,TRUE,224.44
381,193,PayPal,TRUE,842.34
382,194,Bank Transfer,TRUE,1630.5
383,194,Bank Transfer,TRUE,1746.57
384,194,PayPal,FALSE,1215.43
385,195,Credit Card,FALSE,1759.33
386,195,Cash,FALSE,1529.63
387,196,Cash,TRUE,1314.49
388,197,PayPal,FALSE,1608.89
389,197,Bank Transfer,TRUE,172
390,198,PayPal,TRUE,438.6
391,199,PayPal,TRUE,1821.49
392,199,Credit Card,TRUE,1358.15
393,200,Bank Transfer,FALSE,1427.36
394,201,Credit Card,TRUE,1011.467853
395,201,Cash,TRUE,1589.18
396,201,PayPal,TRUE,1932.5
397,202,Credit Card,TRUE,1311.6
398,202,Bank Transfer,FALSE,1895.29
399,202,PayPal,FALSE,1924.67
400,203,Bank Transfer,FALSE,1975.17
401,204,Cash,TRUE,1357.3
402,205,Cash,TRUE,149.59
403,205,Bank Transfer,TRUE,521.73
404,205,PayPal,FALSE,1129.59
405,206,Bank Transfer,FALSE,1542.18
406,207,Cash,TRUE,988.6
407,207,Credit Card,TRUE,1806.29
408,208,Bank Transfer,FALSE,550.69
409,208,Bank Transfer,FALSE,1534.59
410,208,Bank Transfer,TRUE,639.08
411,209,Bank Transfer,FALSE,450.5
412,209,Cash,TRUE,1951.07
413,210,Credit Card,FALSE,633.51
414,210,Cash,FALSE,359.77
415,211,Credit Card,FALSE,1145.88
416,211,PayPal,FALSE,1011.467853
417,212,Bank Transfer,TRUE,521.17
418,212,Bank Transfer,TRUE,566.25
419,213,PayPal,FALSE,510.97
420,213,PayPal,FALSE,733.54
421,214,Credit Card,FALSE,359.68
422,214,Cash,TRUE,1578.75
423,214,PayPal,TRUE,324.48
424,215,Bank Transfer,FALSE,727.08
425,216,Credit Card,TRUE,983.27
426,217,Credit Card,TRUE,688.89
427,218,Bank Transfer,FALSE,1634.95
428,219,PayPal,TRUE,40.13
429,220,Cash,FALSE,1298.69
430,221,Bank Transfer,FALSE,665.24
431,221,Cash,TRUE,831.03
432,221,Credit Card,FALSE,331.3
433,222,Cash,FALSE,552.1
434,222,PayPal,FALSE,537.84
435,222,Cash,TRUE,1011.467853
436,223,Bank Transfer,TRUE,1012.14
437,223,PayPal,FALSE,370.67
438,223,Cash,FALSE,1310.7
439,224,Cash,TRUE,1630.93
440,224,Credit Card,FALSE,1057.75
441,225,PayPal,TRUE,1758.61
442,225,Credit Card,FALSE,1506.53
443,225,PayPal,FALSE,894.71
444,226,Bank Transfer,TRUE,1063.52
445,226,Bank Transfer,TRUE,1709.5
446,226,Cash,FALSE,1011.467853
447,227,Credit Card,TRUE,818.08
448,228,Bank Transfer,FALSE,316.88
449,228,Bank Transfer,FALSE,342.32
450,229,Bank Transfer,FALSE,1403.46
451,229,Cash,FALSE,67.39
452,229,PayPal,TRUE,1337.99
453,230,Cash,FALSE,1188.01
454,231,Bank Transfer,TRUE,1420.98
455,231,Credit Card,TRUE,580.79
456,231,Credit Card,TRUE,1011.467853
457,232,Cash,TRUE,846.34
458,232,Credit Card,FALSE,1537.72
459,232,PayPal,FALSE,1011.467853
460,233,PayPal,TRUE,414.75
461,233,Bank Transfer,TRUE,640.34
462,234,Cash,FALSE,246.28
463,234,PayPal,FALSE,1400.34
464,234,Credit Card,TRUE,1748.5
465,235,Credit Card,FALSE,813.02
466,236,Bank Transfer,FALSE,999.95
467,237,Cash,FALSE,336.66
468,238,Bank Transfer,FALSE,345.03
469,238,Credit Card,TRUE,607.35
470,238,Bank Transfer,FALSE,841.68
471,239,Credit Card,FALSE,876.55
472,239,Credit Card,TRUE,487.2
473,239,PayPal,FALSE,1948.09
474,240,Cash,TRUE,1941.72
475,240,Credit Card,FALSE,1771.86
476,240,Credit Card,TRUE,499.43
477,241,Bank Transfer,FALSE,900.05
478,241,PayPal,TRUE,1324.12
479,242,Cash,FALSE,1233.77
480,243,PayPal,TRUE,867.5
481,243,Cash,TRUE,399.01
482,243,Credit Card,TRUE,1140.5
483,244,Credit Card,FALSE,148.63
484,244,PayPal,FALSE,798.85
485,244,Credit Card,FALSE,320.3
486,245,Cash,TRUE,1859.06
487,245,PayPal,FALSE,398.83
488,246,Bank Transfer,TRUE,848.68
489,246,Credit Card,FALSE,693.17
490,247,Bank Transfer,TRUE,1805.95
491,247,Credit Card,TRUE,444.94
492,248,Bank Transfer,FALSE,1248.35
493,249,Credit Card,FALSE,467.28
494,250,PayPal,TRUE,1148.47
495,250,Credit Card,FALSE,1987.82
496,251,Bank Transfer,FALSE,1098.01
497,252,Bank Transfer,TRUE,403.73
498,253,Bank Transfer,FALSE,1271.52
499,253,Bank Transfer,TRUE,1084.49
500,253,Bank Transfer,TRUE,58.86
501,254,Bank Transfer,TRUE,863.24
502,254,Cash,FALSE,1879.56
503,255,Bank Transfer,TRUE,1385.44
504,256,Cash,FALSE,1889.47
505,257,Credit Card,FALSE,353.44
506,258,Credit Card,TRUE,31.32
507,259,PayPal,FALSE,1229.59
508,259,Cash,TRUE,1297.92
509,259,Credit Card,TRUE,1419.64
510,260,Cash,TRUE,1195.87
511,260,Credit Card,TRUE,33.84
512,261,Credit Card,FALSE,713.19
513,261,Credit Card,TRUE,1216.49
514,262,Credit Card,TRUE,1980.05
515,262,Bank Transfer,FALSE,1576.1
516,262,Cash,FALSE,1233.05
517,263,Bank Transfer,TRUE,1011.467853
518,263,PayPal,FALSE,567.6
519,263,PayPal,FALSE,1785.65
520,264,Bank Transfer,TRUE,383.97
521,264,PayPal,FALSE,1236.21
522,264,Cash,TRUE,1721.45
523,265,PayPal,FALSE,1759.15
524,266,Cash,FALSE,779.81
525,266,Credit Card,TRUE,1577.83
526,267,Bank Transfer,FALSE,1729.95
527,267,Bank Transfer,FALSE,104.51
528,268,PayPal,FALSE,1650.32
529,268,Cash,TRUE,1347.99
530,268,Cash,FALSE,589.68
531,269,Cash,FALSE,1584.82
532,270,Credit Card,FALSE,270.22
533,271,Credit Card,TRUE,1089.9
534,271,PayPal,FALSE,1337.54
535,271,PayPal,FALSE,1527.92
536,272,Bank Transfer,TRUE,1749.96
537,272,Bank Transfer,TRUE,195.36
538,273,Cash,TRUE,713.81
539,273,Credit Card,FALSE,1852.12
540,274,Bank Transfer,FALSE,1654.37
541,275,Credit Card,FALSE,213.08
542,276,Credit Card,TRUE,411.69
543,276,Credit Card,TRUE,1011.467853
544,277,Cash,TRUE,1174.54
545,277,Bank Transfer,FALSE,1931.14
546,277,Bank Transfer,FALSE,1758.87
547,278,Credit Card,FALSE,1201.33
548,279,Credit Card,TRUE,732.77
549,280,Bank Transfer,FALSE,730.58
550,281,Bank Transfer,TRUE,679.85
551,281,Cash,TRUE,350.33
552,282,Cash,TRUE,443.52
553,283,PayPal,FALSE,831.49
554,283,Bank Transfer,TRUE,1132.22
555,284,Bank Transfer,TRUE,1962.74
556,284,Bank Transfer,TRUE,1740.79
557,284,Bank Transfer,FALSE,396.47
558,285,PayPal,TRUE,1336.91
559,286,Bank Transfer,TRUE,1934.35
560,286,PayPal,FALSE,1042.5
561,287,PayPal,TRUE,1151.03
562,287,Credit Card,FALSE,399.95
563,288,Bank Transfer,FALSE,1404.67
564,288,Credit Card,FALSE,1011.467853
565,288,Credit Card,TRUE,1719.38
566,289,Cash,FALSE,1515.3
567,289,PayPal,FALSE,584.12
568,290,Credit Card,FALSE,1656.4
569,290,Bank Transfer,TRUE,1501.13
570,290,Cash,TRUE,130.85
571,291,Bank Transfer,TRUE,815.84
572,292,Credit Card,TRUE,918.76
573,292,PayPal,FALSE,953.78
574,292,Bank Transfer,FALSE,165.2
575,293,Cash,TRUE,1275.23
576,293,Cash,TRUE,546.08
577,293,PayPal,TRUE,701.44
578,294,Credit Card,TRUE,116
579,294,PayPal,FALSE,376.48
580,295,PayPal,FALSE,1011.467853
581,295,Cash,FALSE,636.94
582,295,Bank Transfer,TRUE,125.18
583,296,Cash,TRUE,1215.69
584,296,Credit Card,FALSE,630.09
585,296,PayPal,FALSE,1217.08
586,297,Cash,TRUE,350.03
587,297,PayPal,FALSE,1337.74
588,297,Credit Card,TRUE,211.94
589,298,PayPal,FALSE,631.6
590,299,Credit Card,FALSE,593.1
591,300,Bank Transfer,FALSE,549.29
592,300,PayPal,TRUE,1011.467853
593,301,Cash,TRUE,1001.65
594,301,Cash,FALSE,349.52
595,302,PayPal,TRUE,1525.99
596,302,Cash,FALSE,941.62
597,302,PayPal,TRUE,1759.98
598,303,Bank Transfer,FALSE,788.65
599,303,Cash,FALSE,311.47
600,304,Bank Transfer,TRUE,757.64
601,305,PayPal,FALSE,1011.467853
602,305,Bank Transfer,FALSE,160.82
603,306,Cash,TRUE,1233.32
604,307,Cash,FALSE,1971.83
605,308,Cash,TRUE,1841.1
606,309,Credit Card,TRUE,305.96
607,309,Bank Transfer,TRUE,1835.5
608,310,Cash,TRUE,366.27
609,310,Cash,FALSE,1957.21
610,310,PayPal,TRUE,1011.467853
611,311,Credit Card,TRUE,243
612,311,Credit Card,FALSE,1062.3
613,312,Cash,FALSE,1728.01
614,312,Bank Transfer,TRUE,221.27
615,313,Cash,TRUE,746.39
616,314,PayPal,TRUE,926.33
617,315,Bank Transfer,FALSE,1329.77
618,316,Bank Transfer,TRUE,1085.6
619,316,Credit Card,FALSE,240.89
620,317,PayPal,TRUE,1864.53
621,317,PayPal,TRUE,1824.31
622,317,PayPal,TRUE,918.24
623,318,Cash,TRUE,1472.64
624,319,Bank Transfer,FALSE,1574.08
625,320,PayPal,TRUE,1159.94
626,321,Credit Card,FALSE,854.67
627,322,Cash,TRUE,1011.467853
628,323,Bank Transfer,FALSE,1770.86
629,324,Credit Card,TRUE,187.36
630,324,Cash,TRUE,127.11
631,324,PayPal,TRUE,1125.7
632,325,Bank Transfer,FALSE,810.22
633,326,Credit Card,FALSE,1207.08
634,327,Bank Transfer,TRUE,1802.24
635,327,PayPal,FALSE,1096.02
636,328,PayPal,TRUE,776.19
637,329,PayPal,FALSE,1606.04
638,330,Cash,FALSE,753.3
639,330,Bank Transfer,FALSE,56.36
640,331,PayPal,FALSE,1577.15
641,331,Credit Card,TRUE,677.96
642,332,PayPal,FALSE,1803.2
643,332,Cash,TRUE,398.26
644,333,Credit Card,FALSE,1011.467853
645,334,PayPal,TRUE,1011.467853
646,334,Cash,TRUE,1614.76
647,334,Bank Transfer,TRUE,1647.46
648,335,Bank Transfer,TRUE,1947.52
649,335,Credit Card,FALSE,1781.06
650,335,Cash,TRUE,967.6
651,336,PayPal,FALSE,82.95
652,336,Credit Card,FALSE,714.9
653,337,Cash,FALSE,618.07
654,337,PayPal,FALSE,1487.83
655,337,Cash,FALSE,1174.36
656,338,Cash,TRUE,401.32
657,338,Cash,TRUE,1054.02
658,338,Cash,FALSE,419.69
659,339,PayPal,FALSE,1792.08
660,339,Cash,TRUE,1849.06
661,340,Cash,TRUE,1011.467853
662,340,Bank Transfer,TRUE,1435.72
663,340,Cash,FALSE,1570.83
664,341,Bank Transfer,FALSE,1598.38
665,341,Bank Transfer,FALSE,401.72
666,342,Cash,FALSE,608.28
667,342,PayPal,TRUE,131.16
668,342,PayPal,TRUE,1032.4
669,343,Credit Card,FALSE,1721.66
670,343,Credit Card,TRUE,1939.15
671,343,Bank Transfer,FALSE,1036.94
672,344,Credit Card,FALSE,335.41
673,345,Cash,FALSE,950.72
674,345,Cash,TRUE,1758.63
675,346,Cash,FALSE,465.17
676,346,Cash,FALSE,1202.97
677,346,Cash,FALSE,954.04
678,347,Cash,FALSE,217.99
679,347,Bank Transfer,TRUE,896.21
680,347,PayPal,TRUE,1493.21
681,348,PayPal,FALSE,1484.98
682,349,PayPal,FALSE,1721.78
683,349,Cash,TRUE,1625.99
684,350,Credit Card,FALSE,1242.45
685,351,Credit Card,FALSE,254.34
686,352,Bank Transfer,TRUE,541.54
687,352,PayPal,TRUE,336.45
688,353,Cash,FALSE,225.93
689,354,Cash,FALSE,1047.71
690,354,Cash,FALSE,1473.08
691,355,Cash,FALSE,362.8
692,355,PayPal,TRUE,812.7
693,356,Credit Card,TRUE,1169.61
694,356,Bank Transfer,FALSE,216.01
695,356,Credit Card,FALSE,1935.98
696,357,PayPal,FALSE,1275.26
697,357,PayPal,FALSE,72.31
698,358,Cash,TRUE,1799.74
699,358,PayPal,FALSE,1242.03
700,358,Cash,TRUE,1940.15
701,359,Bank Transfer,FALSE,41.27
702,359,Credit Card,TRUE,1145.74
703,359,Bank Transfer,FALSE,1081.36
704,360,Cash,FALSE,471.12
705,361,PayPal,TRUE,225.79
706,361,Cash,FALSE,849.43
707,361,Bank Transfer,TRUE,772.32
708,362,Cash,TRUE,1498.59
709,362,Credit Card,FALSE,1155.12
710,362,PayPal,FALSE,1272.02
711,363,Cash,FALSE,1771.85
712,364,Cash,FALSE,1343.11
713,365,Cash,FALSE,677.6
714,366,Bank Transfer,FALSE,1011.467853
715,367,Cash,FALSE,1102.29
716,368,PayPal,FALSE,1444.59
717,369,PayPal,FALSE,761.26
718,370,Credit Card,FALSE,420.43
719,370,Cash,TRUE,834.94
