CustomerID,Points,Tier
135,238,Bronze
136,6490,Gold
137,8900,Bronze
138,3515,Gold
139,2148,Bronze
140,8723,Platinum
141,6082,Bronze
142,2440,Gold
143,7153,Bronze
144,1797,Bronze
145,2324,Platinum
146,7951,Gold
147,2075,Platinum
148,5372,Platinum
149,5791,Bronze
150,6631,Silver
151,5929,Gold
152,6867,Silver
153,6575,Gold
154,6443,Platinum
155,4733,Gold
156,5508,Bronze
157,7382,Bronze
158,6017,Platinum
159,5439,Platinum
160,2942,Bronze
161,5626,Silver
162,1857,Bronze
163,15,Platinum
164,1208,Gold
165,955,Gold
166,3804,Silver
167,4674,Bronze
168,3748,Platinum
169,924,Gold
170,8662,Gold
171,3493,Gold
172,9421,Platinum
173,4280,Platinum
174,6224,Gold
175,855,Platinum
176,3239,Platinum
177,2560,Silver
178,1749,Gold
179,3913,Bronze
180,3928,Bronze
181,4182,Silver
182,9760,Bronze
183,3003,Bronze
184,683,Gold
185,3908,Bronze
186,839,Platinum
187,1501,Platinum
188,7333,Silver
189,9784,Bronze
190,4572,Platinum
191,9828,Silver
192,539,Silver
193,1495,Gold
194,4006,Gold
195,6703,Platinum
196,9400,Gold
197,4537,Bronze
198,6297,Bronze
199,8254,Silver
200,4333,Gold
201,2802,Gold
202,4225,Platinum
203,2219,Platinum
204,277,Silver
205,8775,Bronze
206,7683,Platinum
207,1362,Silver
208,5787,Silver
209,2980,Silver
210,1189,Platinum
211,3080,Silver
212,2497,Silver
213,4559,Gold
214,5304,Platinum
215,6524,Gold
216,3391,Gold
217,4448,Gold
218,2528,Silver
219,355,Platinum
220,9688,Gold
221,7439,Bronze
222,774,Gold
223,4687,Platinum
224,6986,Gold
225,4794,Silver
226,1354,Silver
227,6460,Silver
228,5422,Silver
229,2578,Silver
230,6919,Gold
231,9975,Silver
232,3864,Gold
233,4603,Platinum
234,7734,Platinum
235,7522,Bronze
236,3789,Silver
237,2607,Gold
238,1290,Platinum
239,1125,Platinum
240,5923,Gold
241,2425,Gold
242,617,Gold
243,5277,Platinum
244,8984,Bronze
245,9156,Platinum
246,8299,Silver
247,9940,Platinum
248,9616,Gold
249,2629,Silver
250,1388,Bronze
251,6542,Silver
252,2145,Gold
253,7222,Platinum
254,1665,Silver
255,7938,Platinum
256,8685,Silver
257,4626,Platinum
258,859,Platinum
259,9724,Bronze
260,5787,Silver
261,4049,Gold
262,167,Bronze
263,2531,Silver
264,2354,Bronze
265,5743,Platinum
266,4921,Gold
267,2678,Gold
268,660,Gold
269,8648,Gold
270,151,Bronze
271,7023,Gold
272,508,Platinum
273,4881,Gold
274,1867,Silver
275,9053,Platinum
276,3565,Gold
277,2862,Bronze
278,8131,Bronze
279,5196,Silver
280,5901,Gold
281,2649,Bronze
282,1730,Platinum
283,7250,Gold
284,6849,Gold
285,9841,Platinum
286,8890,Platinum
287,6700,Gold
288,7081,Platinum
289,2024,Bronze
290,8939,Silver
291,3807,Gold
292,6992,Bronze
293,7090,Gold
294,4154,Bronze
295,9653,Gold
296,7429,Bronze
297,7770,Silver
298,5721,Gold
299,9778,Bronze
300,7414,Platinum
301,9993,Gold
302,3229,Platinum
303,3065,Gold
304,5649,Bronze
305,3637,Gold
306,2048,Silver
307,1271,Platinum
308,5706,Bronze
309,6547,Silver
310,5791,Silver
311,793,Bronze
312,8458,Gold
313,9066,Silver
314,5187,Gold
315,5069,Gold
316,4869,Silver
317,8517,Platinum
318,9638,Gold
319,1780,Platinum
320,1843,Gold
321,61,Platinum
322,2086,Silver
323,967,Silver
324,9477,Bronze
325,67,Gold
326,920,Bronze
327,7055,Silver
328,4074,Bronze
329,9629,Silver
330,3443,Bronze
331,7974,Gold
332,51,Silver
333,7300,Gold
334,4401,Platinum
335,190,Bronze
336,7929,Platinum
337,5731,Gold
338,9475,Platinum
339,8775,Gold
340,5469,Bronze
341,2266,Silver
342,7739,Gold
343,3519,Bronze
344,9321,Platinum
345,5101,Silver
346,1674,Bronze
347,5859,Gold
348,294,Gold
349,3366,Platinum
350,3011,Bronze
351,6093,Gold
352,3147,Silver
353,1303,Gold
354,7677,Gold
355,3783,Platinum
356,33,Platinum
357,8926,Bronze
358,2464,Bronze
359,6383,Bronze
360,7694,Gold
361,1831,Platinum
362,7848,Platinum
363,4187,Gold
364,6659,Gold
365,8741,Silver
366,3775,Bronze
367,6170,Platinum
368,2730,Bronze
369,4447,Gold
370,9667,Bronze
371,2659,Gold
372,7395,Gold
373,3828,Gold
374,7095,Gold
375,2444,Gold
376,9633,Gold
377,4607,Platinum
378,2114,Gold
379,5910,Bronze
380,8189,Platinum
381,9904,Gold
382,6178,Silver
383,2089,Bronze
384,2539,Platinum
385,7650,Gold
386,7341,Gold
387,9254,Silver
388,9621,Platinum
389,79,Platinum
390,1895,Gold
391,7099,Gold
392,3747,Bronze
393,1633,Silver
394,4817,Silver
395,3031,Silver
396,4706,Platinum
397,1281,Platinum
398,2790,Gold
399,8391,Silver
400,3817,Bronze
401,5129,Platinum
402,4417,Silver
403,5483,Platinum
404,935,Platinum
405,4793,Gold
406,906,Platinum
407,3053,Bronze
408,6506,Gold
409,7458,Bronze
410,7080,Platinum
411,5442,Platinum
412,4861,Platinum
413,6974,Bronze
414,9529,Platinum
415,8877,Silver
416,2425,Bronze
417,7889,Bronze
418,9351,Bronze
419,8727,Silver
420,2416,Silver
421,8840,Silver
422,8464,Gold
423,5854,Gold
424,3253,Platinum
425,7713,Gold
426,8336,Silver
427,2277,Silver
428,47,Silver
429,6795,Silver
430,2400,Platinum
431,2905,Bronze
432,2778,Platinum
433,4740,Bronze
434,4755,Silver
435,9725,Bronze
436,2748,Bronze
437,141,Silver
438,4779,Platinum
439,7330,Silver
440,4838,Silver
441,6231,Gold
442,5099,Bronze
443,9721,Bronze
444,4986,Platinum
445,8914,Silver
446,7710,Silver
447,5392,Bronze
448,6298,Platinum
449,4857,Bronze
450,6570,Silver
451,4942,Silver
452,6468,Platinum
453,2523,Platinum
454,9554,Platinum
455,9306,Gold
456,1672,Platinum
457,734,Platinum
458,4720,Bronze
459,6220,Bronze
460,4219,Platinum
461,8539,Silver
462,7207,Bronze
463,1661,Bronze
464,9829,Platinum
465,2339,Silver
466,8217,Platinum
467,7205,Platinum
468,8099,Silver
469,1072,Bronze
470,5447,Silver
471,9697,Platinum
472,1748,Bronze
473,9840,Platinum
474,9457,Platinum
475,9987,Bronze
476,4322,Silver
477,4359,Silver
478,2831,Gold
479,2532,Silver
480,6892,Platinum
481,3752,Silver
482,214,Silver
483,9852,Gold
484,4673,Silver
485,3461,Silver
486,8853,Platinum
487,5452,Bronze
488,2216,Gold
489,4020,Gold
490,4856,Platinum
491,7504,Bronze
492,3035,Bronze
493,7004,Silver
494,9160,Gold
495,912,Platinum
496,858,Gold
497,5611,Bronze
498,2892,Silver
499,6630,Platinum
500,2197,Gold
501,2077,Gold
502,6444,Platinum
503,7307,Platinum
504,4922,Gold
505,8844,Gold
506,7983,Bronze
507,9707,Gold
508,5771,Platinum
509,5962,Gold
510,4070,Silver
511,7782,Platinum
512,1144,Platinum
513,2504,Silver
514,630,Bronze
515,4237,Bronze
516,8955,Silver
517,4904,Gold
518,1781,Platinum
519,6804,Silver
520,3863,Silver
521,2945,Platinum
522,8818,Gold
523,2398,Gold
524,7294,Gold
525,3865,Gold
526,6462,Platinum
527,6001,Bronze
528,453,Platinum
529,5661,Platinum
530,9632,Silver
531,2826,Bronze
532,1215,Gold
533,6316,Platinum
534,9187,Platinum
535,2579,Platinum
536,2281,Gold
537,4082,Silver
538,6087,Silver
539,7204,Silver
540,4665,Gold
541,631,Gold
542,9717,Bronze
543,4166,Bronze
544,5531,Platinum
545,1117,Platinum
546,2441,Platinum
547,1913,Silver
548,7696,Platinum
549,9133,Silver
550,8577,Platinum
551,9625,Platinum
552,8977,Platinum
553,9878,Bronze
554,6090,Silver
555,8056,Bronze
556,3652,Silver
557,3368,Platinum
558,9805,Silver
559,7801,Gold
560,1383,Platinum
561,8669,Platinum
562,8102,Bronze
563,4149,Silver
564,3987,Silver
565,6768,Platinum
566,2201,Silver
567,1378,Gold
568,4167,Gold
569,6790,Gold
570,6342,Platinum
571,9197,Silver
572,8746,Bronze
573,4937,Bronze
574,9584,Silver
575,6469,Platinum
576,5836,Silver
577,1572,Bronze
578,3949,Platinum
579,3444,Platinum
580,8344,Silver
581,7132,Bronze
582,6954,Gold
583,8003,Platinum
584,513,Bronze
585,7203,Gold
586,8038,Gold
587,1968,Bronze
588,9029,Gold
589,2365,Bronze
590,5932,Platinum
591,3373,Platinum
592,8346,Gold
593,1980,Gold
594,6318,Bronze
595,6189,Gold
596,1800,Silver
597,7221,Silver
598,5261,Platinum
599,2704,Bronze
600,6854,Gold
601,1134,Silver
602,3950,Gold
603,4076,Gold
604,4805,Silver
605,5839,Gold
606,8599,Bronze
607,5525,Bronze
608,2274,Gold
609,9629,Platinum
610,7595,Silver
611,9437,Platinum
612,8445,Bronze
613,4364,Platinum
614,1319,Platinum
615,2873,Silver
616,1015,Gold
617,5775,Silver
618,3598,Gold
619,1229,Gold
620,8366,Platinum
621,569,Platinum
622,8847,Silver
623,8325,Silver
624,5722,Bronze
625,8593,Platinum
626,3012,Silver
627,5035,Bronze
628,7961,Platinum
629,8289,Bronze
630,293,Bronze
631,78,Bronze
632,6858,Gold
633,1435,Bronze
634,3667,Bronze
635,8951,Gold
636,514,Platinum
637,1939,Platinum
638,1496,Gold
639,4026,Silver
640,3800,Gold
641,7023,Platinum
642,2914,Silver
643,5264,Gold
644,916,Silver
645,2452,Platinum
646,732,Gold
647,9384,Gold
648,3115,Bronze
649,2985,Silver
650,5075,Bronze
651,4873,Gold
652,510,Bronze
653,9282,Gold
654,6774,Platinum
655,6303,Bronze
656,2228,Silver
657,2891,Platinum
658,5134,Bronze
659,4457,Silver
660,2311,Platinum
661,4188,Gold
662,5046,Bronze
663,8556,Gold
664,6085,Silver
665,4255,Bronze
666,1791,Platinum
667,476,Bronze
668,6275,Platinum
669,7641,Silver
670,2126,Bronze
671,7236,Silver
672,557,Platinum
673,3082,Gold
674,5292,Platinum
675,8587,Platinum
676,5013,Gold
677,7881,Bronze
678,7609,Bronze
679,9207,Platinum
680,1062,Silver
681,2831,Platinum
682,1763,Gold
683,4494,Platinum
684,9464,Silver
685,6957,Platinum
686,3847,Gold
687,7582,Bronze
688,3216,Gold
689,3477,Gold
690,1906,Gold
691,7600,Gold
692,1220,Gold
693,5597,Silver
694,5194,Silver
695,8639,Platinum
696,3874,Silver
697,2878,Bronze
698,2431,Gold
699,910,Silver
700,5187,Gold
701,1162,Bronze
702,3993,Bronze
703,693,Silver
704,2817,Platinum
705,229,Gold
706,6820,Gold
707,3595,Bronze
708,9491,Bronze
709,8724,Silver
710,7834,Gold
711,3908,Platinum
712,2018,Bronze
713,57,Bronze
714,949,Bronze
715,9020,Gold
716,5473,Silver
717,9620,Platinum
718,6123,Bronze
719,6693,Gold
720,1718,Platinum
721,7236,Silver
722,2054,Bronze
723,1134,Bronze
724,2258,Gold
725,3938,Bronze
726,8664,Bronze
727,9527,Bronze
728,6819,Bronze
729,3169,Silver
730,6247,Silver
731,2528,Silver
732,4808,Silver
733,3485,Gold
734,2313,Gold
735,2537,Silver
736,9055,Bronze
737,8849,Silver
738,8250,Platinum
739,3550,Platinum
740,5109,Silver
741,5541,Gold
742,6196,Gold
743,2157,Silver
744,4293,Gold
745,1075,Silver
746,1706,Gold
747,1190,Gold
748,8120,Platinum
749,91,Gold
750,9736,Silver
751,5573,Bronze
752,4010,Bronze
753,1619,Silver
754,7491,Platinum
755,2011,Bronze
756,4655,Bronze
757,9997,Bronze
758,9219,Bronze
759,2472,Gold
760,6307,Gold
761,3207,Silver
762,1617,Platinum
763,7361,Silver
764,2713,Bronze
765,430,Bronze
766,4515,Platinum
767,6650,Gold
768,3643,Silver
769,3338,Silver
770,4379,Silver
771,2527,Silver
772,2373,Bronze
773,1640,Silver
774,4012,Silver
775,9131,Platinum
776,2822,Gold
777,1900,Platinum
778,9550,Platinum
779,7022,Silver
780,2500,Platinum
781,4593,Platinum
782,2837,Platinum
783,205,Gold
784,9547,Gold
785,4392,Gold
786,629,Gold
787,1242,Bronze
788,9369,Gold
789,3777,Gold
790,7257,Gold
791,5202,Gold
792,3596,Platinum
793,5134,Platinum
794,9025,Platinum
795,1514,Platinum
796,6895,Silver
797,4985,Silver
798,129,Silver
799,8630,Silver
800,6878,Gold
801,4287,Bronze
802,7742,Silver
803,1294,Bronze
804,4979,Gold
805,4362,Gold
806,838,Silver
807,5311,Silver
808,450,Platinum
809,2813,Bronze
810,9575,Bronze
811,3392,Platinum
812,1442,Silver
813,1792,Silver
814,3587,Silver
815,9935,Silver
816,7007,Silver
817,1041,Bronze
818,5149,Silver
819,8780,Gold
820,1007,Platinum
821,1841,Gold
822,4104,Bronze
823,3587,Gold
824,5950,Silver
825,5360,Bronze
826,8415,Platinum
827,936,Platinum
828,3351,Platinum
829,96,Gold
830,7489,Bronze
831,4061,Gold
832,934,Bronze
833,5857,Gold
834,730,Gold
835,6050,Gold
836,9930,Platinum
837,796,Platinum
838,4196,Gold
839,473,Bronze
840,1812,Silver
841,5146,Platinum
842,8402,Bronze
843,3907,Silver
844,6367,Silver
845,9064,Bronze
846,1865,Bronze
847,9555,Silver
848,3838,Bronze
849,6757,Bronze
850,6108,Gold
851,6068,Bronze
852,9532,Platinum
853,7911,Platinum
854,145,Silver
855,5819,Gold
856,605,Platinum
857,7914,Gold
858,1723,Gold
859,4917,Silver
860,212,Silver
861,179,Bronze
862,4067,Platinum
863,2888,Silver
864,3672,Silver
865,6591,Bronze
866,6730,Platinum
867,2128,Bronze
868,5057,Silver
869,2267,Gold
870,6153,Bronze
871,4081,Bronze
872,4921,Platinum
873,3234,Platinum
874,685,Silver
875,9007,Silver
876,4027,Gold
877,4142,Bronze
878,6784,Silver
879,3487,Platinum
880,9560,Bronze
881,7636,Gold
882,1304,Bronze
883,6936,Gold
884,2996,Platinum
885,4820,Silver
886,1443,Bronze
887,6567,Platinum
888,4839,Bronze
889,6351,Silver
890,6213,Gold
891,4991,Bronze
892,1703,Bronze
893,2590,Bronze
894,9680,Gold
895,2687,Bronze
896,641,Gold
897,1137,Bronze
898,6940,Platinum
899,2808,Gold
900,2319,Bronze
901,2481,Bronze
902,3586,Platinum
903,5810,Gold
904,1256,Bronze
905,2593,Platinum
906,6240,Platinum
907,4759,Bronze
908,9350,Platinum
909,5462,Gold
910,3422,Platinum
911,1537,Platinum
912,9828,Gold
913,7066,Silver
914,9758,Bronze
915,9071,Gold
916,6050,Silver
917,1405,Silver
918,9293,Silver
919,5599,Silver
920,981,Platinum
921,4466,Silver
922,2453,Bronze
923,3671,Bronze
924,3777,Platinum
925,1500,Gold
926,8048,Platinum
927,8249,Bronze
928,2488,Gold
929,9147,Silver
930,3571,Platinum
931,894,Gold
932,7697,Platinum
933,4634,Bronze
934,7463,Silver
935,7229,Bronze
936,3867,Gold
937,9032,Gold
938,3433,Bronze
939,34,Gold
940,3838,Silver
941,9161,Bronze
942,3788,Gold
943,9100,Bronze
944,6468,Bronze
945,758,Silver
946,8413,Silver
947,3063,Bronze
948,2334,Platinum
949,5549,Silver
950,7891,Silver
951,7590,Gold
952,964,Platinum
953,7999,Gold
954,3279,Platinum
955,3515,Gold
956,2214,Platinum
957,4477,Silver
958,1382,Platinum
959,8615,Platinum
960,4066,Silver
961,3597,Silver
962,1644,Platinum
963,641,Bronze
964,8039,Platinum
965,6790,Bronze
966,8478,Bronze
967,779,Gold
968,8181,Gold
969,9018,Platinum
970,3980,Silver
971,4416,Platinum
972,2324,Silver
973,6235,Silver
974,818,Platinum
975,4811,Platinum
976,973,Silver
977,8292,Silver
978,8171,Gold
979,6577,Gold
980,9033,Silver
981,870,Platinum
982,3550,Bronze
983,5456,Platinum
984,5937,Gold
985,1080,Bronze
986,7840,Silver
987,8902,Silver
988,97,Platinum
989,8498,Gold
990,2586,Platinum
991,3916,Bronze
992,5462,Bronze
993,7126,Platinum
994,205,Bronze
995,4847,Silver
996,5452,Silver
997,4094,Silver
998,7139,Bronze
999,5250,Silver
1000,5253,Gold
1001,1287,Gold
1002,6641,Platinum
1003,2561,Silver
1004,9829,Silver
1005,4719,Platinum
1006,8344,Silver
1007,3385,Gold
1008,9786,Silver
1009,5680,Bronze
1010,7053,Bronze
1011,8510,Silver
1012,1395,Silver
1013,8289,Silver
1014,906,Platinum
1015,9949,Bronze
1016,3531,Platinum
1017,5956,Platinum
1018,7298,Platinum
1019,678,Silver
1020,1302,Gold
1021,8221,Silver
1022,5889,Platinum
1023,6579,Silver
1024,3084,Gold
1025,794,Gold
1026,1787,Silver
1027,7441,Bronze
1028,1225,Platinum
1029,461,Silver
1030,789,Silver
1031,802,Platinum
1032,5710,Gold
1033,8825,Bronze
1034,2263,Gold
1035,9825,Silver
1036,5292,Platinum
1037,4652,Gold
1038,5227,Bronze
1039,8072,Platinum
1040,4299,Silver
1041,3273,Platinum
1042,1278,Bronze
1043,847,Gold
1044,3996,Gold
1045,8942,Silver
1046,8046,Platinum
1047,3931,Platinum
1048,4637,Gold
1049,5063,Silver
1050,2638,Silver
1051,8149,Bronze
1052,6657,Silver
1053,7240,Gold
1054,1612,Platinum
1055,5032,Silver
1056,3480,Gold
1057,1645,Platinum
1058,5970,Bronze
1059,2272,Bronze
1060,9839,Silver
1061,1003,Silver
1062,7615,Platinum
1063,6322,Bronze
1064,5008,Bronze
1065,2584,Bronze
1066,224,Gold
1067,7249,Silver
1068,4878,Bronze
1069,5960,Gold
1070,9682,Gold
1071,9966,Platinum
1072,5718,Gold
1073,945,Platinum
1074,9659,Bronze
1075,3071,Silver
1076,4413,Silver
1077,3092,Bronze
1078,9126,Silver
1079,4260,Bronze
1080,6644,Gold
1081,2442,Bronze
1082,3379,Platinum
1083,4469,Silver
1084,3155,Gold
1085,4104,Gold
1086,18,Bronze
1087,9812,Gold
1088,4530,Platinum
1089,6305,Bronze
1090,4939,Silver
1091,2331,Gold
1092,1351,Bronze
1093,1870,Bronze
1094,6154,Bronze
1095,3892,Gold
1096,1336,Silver
1097,9315,Bronze
1098,4909,Gold
1099,8942,Silver
1100,4512,Bronze
1101,4680,Gold
1102,7221,Silver
1103,7822,Bronze
1104,8248,Gold
1105,1595,Platinum
1106,4027,Platinum
1107,9611,Bronze
1108,3282,Bronze
1109,6722,Platinum
1110,2318,Silver
1111,7473,Platinum
1112,876,Bronze
1113,7564,Silver
1114,2815,Bronze
1115,9942,Silver
1116,5263,Bronze
1117,9736,Gold
1118,5666,Gold
1119,1732,Silver
1120,9169,Bronze
1121,6737,Bronze
1122,1381,Platinum
1123,7077,Silver
1124,1567,Platinum
1125,6700,Gold
1126,4604,Silver
1127,3697,Bronze
1128,9294,Platinum
1129,4221,Platinum
1130,7725,Silver
1131,6887,Bronze
1132,6947,Silver
1133,1411,Silver
1134,7960,Silver
1135,7477,Gold
1136,2414,Silver
1137,2937,Gold
1138,6259,Platinum
1139,500,Silver
1140,3875,Silver
1141,3371,Gold
1142,2637,Silver
1143,2050,Gold
1144,7751,Silver
1145,4409,Bronze
1146,2005,Platinum
1147,7906,Gold
1148,6334,Silver
1149,3147,Platinum
1150,1815,Gold
1151,2806,Platinum
1152,8587,Bronze
1153,1263,Platinum
1154,2164,Gold
1155,3316,Platinum
1156,2245,Gold
1157,6332,Silver
1158,7105,Bronze
1159,9154,Silver
1160,5393,Bronze
1161,6060,Gold
1162,953,Silver
1163,5323,Platinum
1164,1003,Bronze
1165,5481,Gold
1166,3473,Silver
1167,133,Silver
1168,3510,Bronze
1169,5384,Bronze
1170,7496,Platinum
1171,1395,Gold
1172,4396,Platinum
1173,7751,Bronze
1174,2224,Bronze
1175,6403,Bronze
1176,997,Silver
1177,3496,Bronze
1178,2035,Platinum
1179,9509,Gold
1180,9943,Silver
1181,7876,Platinum
1182,2122,Bronze
1183,8997,Gold
1184,3497,Platinum
1185,3805,Gold
1186,7440,Bronze
1187,4976,Bronze
1188,3350,Platinum
1189,8097,Gold
1190,455,Gold
1191,2739,Platinum
1192,2205,Gold
1193,5084,Bronze
1194,1849,Platinum
1195,9809,Bronze
1196,4648,Bronze
1197,7303,Bronze
1198,6423,Bronze
1199,728,Gold
1200,6695,Platinum
1201,8957,Silver
1202,9727,Bronze
1203,3869,Bronze
1204,4322,Platinum
1205,6578,Bronze
1206,8619,Platinum
1207,6796,Bronze
1208,5028,Silver
1209,3367,Silver
1210,7619,Bronze
1211,9821,Bronze
1212,5565,Platinum
1213,5482,Gold
1214,7243,Silver
1215,8998,Bronze
1216,8661,Platinum
1217,164,Gold
1218,5476,Platinum
1219,6674,Gold
1220,350,Bronze
1221,3137,Platinum
1222,9075,Silver
1223,8637,Gold
1224,716,Silver
1225,1412,Bronze
1226,345,Gold
1227,9823,Silver
1228,2233,Gold
1229,3,Silver
1230,4927,Platinum
1231,2414,Gold
1232,1626,Gold
1233,5346,Gold
1234,4473,Gold
1235,355,Bronze
1236,237,Silver
1237,1383,Silver
1238,7909,Platinum
1239,1792,Bronze
1240,2729,Gold
1241,4948,Platinum
1242,375,Platinum
1243,4345,Platinum
1244,7076,Bronze
1245,977,Gold
1246,9018,Gold
1247,5924,Bronze
1248,1682,Platinum
1249,8004,Silver
1250,4798,Silver
1251,9369,Gold
1252,7650,Platinum
1253,864,Silver
1254,4079,Bronze
1255,1122,Platinum
1256,4512,Platinum
1257,8083,Gold
1258,1243,Bronze
1259,9884,Gold
1260,5606,Gold
1261,5050,Platinum
1262,5820,Silver
1263,7446,Bronze
1264,849,Gold
1265,6788,Silver
1266,7851,Bronze
1267,4423,Silver
1268,6076,Gold
1269,6441,Bronze
1270,2300,Bronze
1271,7236,Gold
1272,5542,Bronze
1273,6392,Bronze
1274,3414,Gold
1275,8212,Gold
1276,4858,Bronze
1277,3992,Gold
1278,7485,Silver
1279,5739,Platinum
1280,5701,Gold
1281,9706,Silver
1282,9560,Silver
1283,8818,Bronze
1284,9666,Platinum
1285,1252,Bronze
1286,4228,Gold
1287,9515,Bronze
1288,2884,Platinum
1289,978,Silver
1290,308,Platinum
1291,2333,Bronze
1292,4399,Platinum
1293,3384,Platinum
1294,2475,Platinum
1295,4237,Gold
1296,3794,Platinum
1297,3351,Platinum
1298,3875,Gold
1299,7861,Gold
1300,2437,Platinum
1301,5585,Gold
1302,3950,Bronze
1303,2118,Bronze
1304,5585,Platinum
1305,611,Bronze
1306,5773,Gold
1307,4068,Platinum
1308,5467,Bronze
1309,4966,Platinum
1310,1597,Silver
1311,8136,Bronze
1312,1283,Bronze
1313,9930,Gold
1314,1070,Gold
1315,9051,Bronze
1316,2635,Bronze
1317,6167,Silver
1318,2901,Gold
1319,8444,Silver
1320,647,Platinum
1321,9773,Gold
1322,3892,Silver
1323,1572,Platinum
1324,1828,Bronze
1325,6023,Silver
1326,4771,Silver
1327,2393,Platinum
1328,950,Bronze
1329,3692,Gold
1330,225,Platinum
1331,2948,Silver
1332,9410,Gold
1333,7255,Bronze
1334,8368,Silver
1335,2912,Silver
1336,2738,Gold
1337,5859,Platinum
1338,3841,Gold
1339,639,Silver
1340,3329,Platinum
1341,7601,Silver
1342,6094,Bronze
1343,3675,Gold
1344,4933,Silver
1345,5057,Silver
1346,970,Platinum
1347,8305,Silver
1348,5021,Gold
1349,4770,Gold
1350,6149,Platinum
1351,594,Bronze
1352,8450,Silver
1353,1050,Gold
1354,5474,Gold
1355,9823,Silver
1356,7570,Bronze
1357,5601,Bronze
1358,7172,Silver
1359,9292,Silver
1360,133,Platinum
1361,2632,Silver
1362,5280,Platinum
1363,3340,Platinum
1364,6897,Platinum
1365,6557,Silver
1366,2398,Platinum
1367,4437,Bronze
1368,8623,Platinum
1369,2364,Gold
1370,2401,Bronze
1371,8155,Bronze
1372,4180,Silver
1373,2963,Platinum
1374,2308,Platinum
1375,4475,Platinum
1376,8830,Bronze
1377,4343,Silver
1378,5976,Gold
1379,608,Silver
1380,6235,Bronze
1381,1368,Bronze
1382,1167,Silver
1383,4309,Gold
1384,7453,Platinum
1385,2012,Gold
1386,826,Silver
1387,613,Platinum
1388,4333,Platinum
1389,4292,Bronze
1390,1910,Silver
1391,4897,Gold
1392,836,Platinum
1393,1147,Silver
1394,2732,Bronze
1395,3955,Bronze
1396,9393,Gold
1397,570,Platinum
1398,2242,Silver
1399,3136,Platinum
1400,9396,Platinum
1401,4588,Platinum
1402,6450,Silver
1403,7663,Bronze
1404,8522,Platinum
1405,9772,Bronze
1406,1625,Platinum
1407,7216,Bronze
1408,572,Bronze
1409,1683,Platinum
1410,2081,Gold
1411,7242,Gold
1412,6793,Silver
1413,4870,Silver
1414,3623,Gold
1415,5876,Gold
1416,9762,Silver
1417,4012,Silver
1418,1412,Bronze
1419,8152,Platinum
1420,3354,Gold
1421,7289,Platinum
1422,8927,Platinum
1423,1719,Bronze
1424,7638,Bronze
1425,8015,Gold
1426,8799,Bronze
1427,1722,Platinum
1428,2466,Gold
1429,9659,Bronze
1430,364,Platinum
1431,5149,Gold
1432,5671,Platinum
1433,1895,Bronze
1434,5105,Gold
1435,8079,Platinum
1436,9035,Platinum
1437,2823,Bronze
1438,1802,Platinum
1439,92,Bronze
