OrderNum,CustomerID,ItemID,Quantity,OrderDate
176,76,6329,2,2024-03-07
177,1956,7391,3,2024-12-17
178,1694,8138,2,2024-07-30
179,6677,8773,4,
180,4376,3934,5,
181,2796,5359,2,2023-06-20
182,3881,5118,3,2024-05-25
183,4359,3248,4,2024-08-22
184,2901,2428,3,2023-07-09
185,4420,9359,1,2023-07-25
186,6558,6181,2,2024-01-24
187,2378,7016,4,2025-01-11
188,6611,6430,28,2024-08-08
189,2568,7129,2,2025-02-20
190,2479,2276,5,2023-10-27
191,2107,1840,3,2024-05-29
192,6440,646,5,2023-05-17
193,5248,7408,1,2025-03-09
194,860,3220,506,2024-03-18
195,6404,7395,4,2023-09-02
196,1420,6406,4,2024-11-28
197,5388,8459,4,2024-08-29
198,4995,4613,4,2024-05-06
199,6062,2409,2,2024-07-15
200,164,2981,4,2024-06-23
201,5416,3557,2,2023-08-02
202,4677,4170,1,2024-08-30
203,6892,3311,115,2023-08-03
204,3234,9416,2,
205,2008,7456,1,2025-03-24
206,1519,5994,2,2023-10-15
207,3973,7471,2,2023-07-26
208,4306,5100,4,2023-05-30
209,2457,2037,4,2024-05-25
210,2512,9691,1,2024-05-12
211,5278,7275,1,2023-12-19
212,2368,6269,1,2024-01-28
213,6847,4768,2,2024-07-28
214,3974,656,2,2024-05-05
215,852,1384,3,2023-10-11
216,6377,6760,176,2024-09-03
217,3317,6520,2,2024-02-08
218,5276,4627,2,2024-11-28
219,2329,6507,1,2024-06-30
220,1487,873,63,2025-01-31
221,5720,1458,36,2024-10-18
222,6678,5868,3,2024-03-20
223,1436,5644,1,2023-11-09
224,6454,1650,3,2024-07-31
225,508,5614,1,2024-09-14
226,265,8825,1,
227,2994,9554,1,2024-04-02
228,3094,5763,116,2025-05-09
229,3975,2566,2,2025-03-27
230,1628,5526,4,2024-11-20
231,3266,983,2,2023-09-29
232,2783,3499,4,2023-06-23
233,5177,7281,2,2025-03-16
234,404,4477,4,2023-12-01
235,4481,9606,439,2024-12-06
236,1388,2683,3,2024-09-20
237,596,3361,1,2024-10-29
238,6451,6741,2,2024-10-15
239,6337,884,2,2024-03-03
240,2199,1514,3,2023-07-23
241,1279,5052,4,2025-01-31
242,2354,469,2,2023-10-14
243,6068,6648,4,
244,3027,8761,3,2025-02-23
245,5080,1256,1,2024-06-09
246,5623,2792,167,2024-04-07
247,993,3808,4,2025-02-11
248,2235,66,4,2024-02-20
249,2999,4760,3,2024-12-03
250,2227,563,1,2024-03-21
251,3535,1129,4,2025-05-13
252,176,7187,2,2024-10-12
253,6267,9970,1,2023-11-05
254,5065,2890,3,2024-02-25
255,2989,1665,2,2024-02-28
256,3324,7755,2,2024-09-14
257,5654,6797,1,2024-09-15
258,84,3252,5,2024-11-26
259,3933,3665,5,2024-05-29
260,3749,3543,5,2025-03-31
261,3739,6414,4,2023-07-07
262,1317,2954,2,2024-10-08
263,2054,7393,62,2024-01-03
264,3405,7881,2,2024-01-29
265,5845,5812,3,2023-06-20
266,6337,4294,5,2023-10-19
267,3972,7413,87,2024-03-13
268,3319,3129,4,2023-09-11
269,3146,4782,2,2024-08-11
270,4490,3173,1,2025-04-09
271,6511,3504,3,2024-02-02
272,4916,7736,1,2023-06-23
273,3747,2371,3,2024-05-29
274,763,5338,316,2024-11-27
275,6259,5219,1,2023-07-17
276,1049,7179,4,2025-01-02
277,6084,9375,5,2024-03-18
278,718,8328,3,2023-05-20
279,3859,2735,1,2024-07-21
280,522,1982,340,2025-04-22
281,3799,4137,396,2024-11-24
282,6937,8698,1,2023-06-12
283,5547,1833,3,2024-07-03
284,551,4542,2,2025-03-19
285,6509,8578,4,2024-06-27
286,2887,7164,2,2024-07-03
287,216,3289,1,2024-06-29
288,666,6373,3,2023-05-29
289,6367,6880,1,2023-10-15
290,4776,3618,5,2025-04-18
291,4262,2253,2,2024-10-17
292,3898,8135,1,2025-05-06
293,911,6460,1,2024-01-28
294,5034,1305,305,2023-08-26
295,3297,1121,2,2025-02-16
296,1045,2986,3,2025-05-13
297,1775,9144,1,2024-10-25
298,2351,5151,4,2025-02-14
299,2108,9044,2,2024-06-14
300,2397,4956,2,2023-11-06
301,1029,5526,203,2024-09-15
302,4367,9088,5,2024-06-21
303,2603,8754,2,2023-07-11
304,550,5899,5,2024-01-08
305,3005,9060,4,
306,1396,1038,3,2024-03-07
307,4339,2348,4,2023-09-27
308,1238,7209,5,2023-07-24
309,2630,7644,5,2024-01-28
310,2070,5567,91,2024-03-11
311,6212,5778,174,2023-10-14
312,4893,6215,1,2024-06-08
313,3617,4845,5,2023-11-15
314,1285,1005,4,
315,1417,5014,1,2023-11-30
316,135,2793,3,2024-07-15
317,571,2958,1,2025-05-04
318,6952,2297,5,2023-06-29
319,3433,359,3,2025-04-19
320,1886,2758,1,2025-01-04
321,61,7920,1,2025-01-19
322,36,9789,2,2024-09-12
323,275,2995,4,2025-02-03
324,1154,21,4,2023-09-02
325,5160,9731,2,2024-11-22
326,4147,6032,5,2024-06-10
327,2984,9226,3,2024-04-26
328,3360,7992,4,2024-07-04
329,2154,4134,4,2023-08-14
330,3897,819,1,2024-11-18
331,6600,2343,1,2024-06-22
332,5736,9779,2,2023-10-25
333,6183,8710,5,2024-04-08
334,4634,453,2,2024-09-12
335,5662,464,3,2023-12-14
336,241,3998,1,2023-10-07
337,3906,6958,1,2023-06-23
338,3340,4192,3,
339,4228,15,2,2025-01-11
340,6837,9143,1,2025-01-07
341,6927,3196,477,2024-04-25
342,4100,8696,4,2024-10-26
343,4324,5339,3,
344,1235,8308,2,2024-10-06
345,5718,9971,3,2024-11-08
346,985,2180,325,2024-03-08
347,480,8690,4,2023-09-19
348,1430,3064,2,2023-12-23
349,5037,2473,1,2023-05-20
350,1756,7373,318,2023-06-18
351,4847,6863,1,
352,2956,7786,2,
353,5627,172,2,2024-09-05
354,5778,6832,1,2024-08-10
355,929,2885,4,2024-11-02
356,2163,2192,2,2025-03-29
357,1626,4000,3,2023-09-02
358,2692,6954,1,2023-07-01
359,5948,4078,5,2024-02-04
360,5472,8096,5,2023-12-01
361,1681,2973,5,2023-09-13
362,4876,8823,3,2023-09-10
363,5568,8275,5,2024-08-09
364,5690,2573,5,2025-03-11
365,4344,7233,1,2024-01-22
366,4429,2955,5,2023-08-08
367,3189,5993,5,2025-02-28
368,5159,6554,2,2023-09-26
369,5352,3329,2,
370,4814,8217,2,2023-11-28
371,6115,8231,1,2025-01-10
372,1898,8784,2,2024-09-19
373,6094,245,3,2024-05-23
374,3744,3202,4,2025-04-27
375,5798,4099,1,2023-12-07
376,6235,2668,2,2024-08-26
377,3262,5912,2,2024-06-08
378,5852,4688,1,2025-05-02
379,3054,9923,3,2024-09-13
380,3629,7325,2,2023-09-14
381,2628,7361,1,2024-01-17
382,4760,981,1,2024-08-24
383,1685,9303,5,2023-11-30
384,2102,7527,1,2023-10-18
385,1766,425,1,2024-02-12
386,1584,5379,25,2024-08-24
387,6944,6778,4,2024-03-11
388,2144,3193,5,2025-02-13
389,5626,7828,1,2024-04-12
390,1498,7955,3,
391,1981,1273,4,2023-10-29
392,207,2397,298,2024-10-15
393,4623,1061,4,2024-05-13
394,4395,774,4,2024-11-17
395,6615,4594,2,2023-07-08
396,4302,5266,1,2023-11-27
397,5857,9592,5,2024-12-17
398,3743,2870,3,
399,1178,2653,3,2025-03-11
400,76,8207,2,2025-03-30
401,71,6060,261,
402,435,2331,2,
403,641,3232,3,2025-04-16
404,6661,5057,1,2024-04-26
405,3997,5916,3,2024-04-30
406,740,268,2,2024-03-19
407,6583,5066,2,2023-10-27
408,5972,7919,2,2024-06-01
409,1732,1476,266,2024-08-20
410,6167,6420,5,2025-04-05
411,4757,1687,4,2024-02-19
412,4873,1991,1,2023-07-03
413,1831,1003,2,2024-06-21
414,6405,9984,3,2024-04-28
415,3016,9636,5,2025-04-01
416,2321,2253,5,2025-04-11
417,3356,3943,5,2024-09-18
418,5180,1103,3,
419,1631,4511,3,2023-10-03
420,286,3464,4,2023-08-19
421,5613,33,5,2024-05-09
422,5993,6970,281,2023-07-25
423,2650,5798,3,2024-12-03
424,377,3280,3,2025-02-13
425,2667,6550,5,2023-05-27
426,1877,4424,4,2024-04-07
427,2593,139,5,2024-02-13
428,6992,6016,355,2025-02-12
429,3383,3778,3,2023-07-31
430,4102,3128,5,2023-11-30
431,3289,458,3,2024-03-27
432,4110,2945,3,2023-12-13
433,6560,6500,1,2023-08-20
434,871,7917,2,2024-06-01
435,3826,1467,2,2024-01-24
436,6390,1088,3,2023-10-26
437,809,7983,2,2024-06-28
438,6850,5479,124,2024-05-31
439,2455,1074,5,2023-12-05
440,1796,9467,1,2024-01-21
441,6496,4077,2,2023-12-31
442,3142,3279,3,2024-02-02
443,3263,2090,5,2025-03-07
444,6898,9888,4,2024-07-01
445,1786,3122,2,2023-12-15
446,737,4717,1,2024-10-11
447,1212,5051,3,2024-09-12
448,2979,1997,1,2023-08-01
449,1519,4710,495,2023-09-04
450,5562,10,3,2025-05-04
451,1012,1167,3,2023-09-26
452,968,3963,5,2025-02-24
453,4023,9258,4,2025-02-02
454,3031,6161,5,2025-02-16
455,5601,4718,2,2023-12-15
456,4280,8459,5,2023-07-29
457,141,1751,1,2025-04-30
458,1369,8913,2,2024-09-30
459,3807,9149,158,2024-04-03
460,2853,2321,1,2023-08-23
461,792,1697,5,2024-11-03
462,1578,3150,1,2024-10-19
463,203,6329,1,2025-04-10
464,6848,8758,1,2024-07-07
465,4712,6083,3,2023-06-11
466,6553,9325,5,2023-07-20
467,2742,5691,3,2025-02-20
468,4717,1483,4,2025-01-10
469,191,41,1,2023-12-09
470,2439,1836,2,2024-11-30
471,2814,6011,5,2024-05-27
472,2238,1984,1,2024-08-02
473,5440,3460,2,2024-07-27
474,2758,8634,2,2024-12-02
475,1514,4630,4,2025-04-05
476,3901,1266,3,2025-01-29
477,2473,73,228,2024-02-24
478,6812,7711,3,2023-10-17
479,256,9508,4,2023-09-27
480,3941,9250,4,2023-08-04
481,3164,3885,4,2024-09-25
482,2329,7137,3,2023-09-24
483,1193,9774,393,2024-01-30
484,5211,6838,4,2024-01-09
485,4861,342,1,2024-12-29
486,3603,8077,4,
487,1286,2432,5,2024-12-06
488,649,4744,3,2025-05-08
489,4014,6289,2,2023-07-07
490,206,8632,1,2023-10-27
491,186,1483,4,2024-12-19
492,3652,7907,4,2025-01-26
493,672,7485,518,2024-09-17
494,5366,9243,52,2024-08-22
495,6613,8339,491,2024-11-30
496,2100,4308,5,2025-01-27
497,2502,271,2,2024-11-27
498,3884,1117,4,2023-10-13
499,5989,3355,1,
500,1810,4632,5,2024-09-15
501,6627,2479,117,2025-02-07
502,3107,5246,2,2024-07-31
503,345,8674,34,2025-02-21
504,6364,7892,4,2025-01-02
505,6961,1281,2,2024-06-04
506,5686,7928,2,2024-05-16
507,6141,5605,3,2023-08-25
508,3561,4524,4,2025-01-11
509,4510,9218,5,2024-11-24
510,5707,1921,5,2023-10-06
511,3232,8509,5,2024-04-30
512,242,5094,3,
513,876,3223,347,2025-01-11
514,5111,4326,4,2024-05-26
515,842,4158,4,2025-04-06
516,6903,3712,3,2023-09-19
517,1668,2623,3,2025-02-08
518,5161,7814,5,2023-09-08
519,6311,6655,1,2024-05-31
520,6839,867,5,2025-01-31
521,1826,5106,2,2024-10-03
522,6950,7528,3,2024-12-08
523,3966,7552,447,2024-07-04
524,2284,5759,1,2025-02-03
525,3255,1143,278,2024-09-29
526,591,8593,3,2023-07-31
527,144,8397,4,2024-07-16
528,6523,6663,2,2023-05-17
529,1779,9955,4,2024-11-05
530,685,7144,498,2024-01-27
531,4004,3900,141,2024-03-21
532,3532,9343,1,2025-02-05
533,3072,1071,2,2024-08-02
534,6029,7843,47,2024-08-03
535,4121,9367,3,2023-11-17
536,2531,4940,1,2023-05-26
537,2664,5925,2,2025-04-09
538,3358,8114,222,2025-03-22
539,4492,5842,11,2023-09-18
540,1811,4555,4,2025-01-16
541,186,2218,2,2025-01-07
542,4111,6510,3,2024-02-10
543,379,1555,5,2024-10-13
544,3655,4152,5,2023-07-09
545,3197,3959,469,2023-09-09
546,3589,2865,5,2023-05-26
547,3469,7920,2,2024-05-31
548,604,18,1,2024-05-16
549,1607,2976,5,2023-12-22
550,949,1827,3,
551,2408,9595,241,2025-04-10
552,1614,6860,2,2025-05-04
553,3030,2934,4,2024-01-31
554,6739,2259,1,2024-10-16
555,3081,7806,3,2023-09-08
556,1793,242,4,2024-01-18
557,1331,284,3,2023-10-18
558,4830,8517,5,2024-05-27
559,6479,1746,5,2024-08-20
560,6610,3418,1,2024-04-13
561,6128,7624,3,2024-04-10
562,1601,862,2,2023-08-22
563,2718,6039,4,2024-11-29
564,5994,1653,92,2024-04-01
565,2798,9044,1,2023-08-21
566,1962,6958,2,2024-05-07
567,2365,7461,2,
568,6797,6416,2,2023-11-25
569,6825,2497,3,2023-10-29
570,6657,5693,5,2024-07-02
571,1920,6109,258,2023-12-15
572,6140,425,27,2023-08-02
573,1792,2398,5,2024-04-13
574,5099,8121,135,2024-05-24
575,4560,8420,2,2024-03-06
576,207,8773,4,2024-08-10
577,4997,1479,133,2023-08-21
578,3842,5136,1,2023-11-24
579,6347,4039,2,2024-04-07
580,2458,2011,3,2023-08-18
581,1410,1232,1,2024-08-31
582,4476,1155,263,2025-05-03
583,641,4883,5,2023-06-09
584,3967,2025,4,2023-08-20
585,5306,8887,3,2023-08-08
586,735,8479,43,2024-08-03
587,3459,4871,2,2024-11-12
588,3209,7423,4,2024-03-21
589,2665,9605,3,2024-11-10
590,199,8009,4,2024-03-03
591,5400,8349,4,2024-04-03
592,4639,8700,2,2024-03-14
593,5786,3257,4,2024-03-31
594,528,1166,4,2024-02-28
595,6866,9913,2,2023-07-17
596,2785,9278,1,2024-03-02
597,2565,2952,286,2023-06-07
598,4400,6060,5,2024-02-01
599,6851,7845,2,2023-09-10
600,4621,3041,1,2023-07-04
601,5470,8208,262,2024-03-11
602,3112,5954,3,2024-07-21
603,5836,503,2,2023-09-25
604,2224,9053,30,2025-04-04
605,523,3381,49,2023-05-22
606,3627,1818,4,2023-07-28
607,4186,7622,2,2024-10-17
608,2812,2827,3,2023-08-06
609,1986,4839,2,2024-11-02
610,2498,199,5,2024-12-10
611,1935,6185,1,2024-03-03
612,81,4620,73,2024-01-12
613,3597,568,1,2024-12-20
614,681,7757,1,2024-05-30
615,5367,3380,1,2024-10-08
616,114,6865,4,2024-09-20
617,6590,2296,2,2024-10-08
618,5197,2122,4,2023-07-30
619,5573,1538,5,2024-08-10
620,3691,1150,1,2023-06-14
621,2534,5474,1,2025-02-08
622,3846,4224,4,2025-04-18
623,4414,5965,1,2023-12-24
624,995,7554,2,2023-08-26
625,2187,6963,2,2024-03-24
626,4473,5379,3,2024-08-08
627,868,2477,1,2024-05-05
628,5179,7449,1,2024-08-06
629,576,4977,5,2024-08-15
630,2446,1328,3,2023-11-01
631,627,9574,1,2025-03-08
632,3354,8376,2,2024-03-27
633,5998,9884,5,2023-05-22
634,1276,9531,3,2024-11-14
635,4118,4686,5,2024-02-05
636,4252,8754,3,2024-09-30
637,1181,5604,313,2024-03-01
638,1314,2746,4,2024-06-09
639,4935,328,1,2024-07-15
640,5761,2416,1,2024-05-21
641,4030,4178,323,2024-07-27
642,4767,127,1,2024-07-11
643,1101,1323,295,2024-09-13
644,5297,1685,5,2024-11-14
645,888,1327,3,2024-12-16
646,1996,1757,3,2024-06-14
647,3569,1371,3,2025-01-04
648,5620,3670,270,2023-08-20
649,1683,865,5,2023-05-21
650,1477,8696,5,2024-12-22
651,4073,592,4,2025-05-13
652,6862,8933,1,2025-01-31
653,2527,114,1,2025-02-21
654,5908,1442,90,2024-10-06
655,2981,9105,3,2023-09-03
656,4164,2751,2,2024-03-16
657,3326,4494,4,2024-03-25
658,735,7225,3,2024-12-18
659,1206,4617,3,2024-09-26
660,3109,9760,5,2024-12-28
661,2129,6836,1,2025-03-16
662,3976,3744,3,2025-04-10
663,6495,4141,5,2023-06-03
664,2176,1409,2,2024-12-25
665,4963,238,1,2023-06-15
666,1818,7745,3,2025-01-28
667,3663,5684,5,2025-01-08
668,6557,7496,3,2024-05-27
669,1163,3531,270,2024-04-29
670,1536,9210,3,2023-11-23
671,5640,6510,4,2025-04-03
672,5064,8092,3,2023-10-02
673,3216,5404,2,2024-03-21
674,6159,1612,4,2024-07-05
675,6644,362,1,
676,6977,7910,4,2024-04-30
677,223,3057,4,2023-11-03
678,1431,4974,2,2023-05-19
679,6088,759,2,2024-01-26
680,300,5656,5,2024-02-17
681,5971,2013,2,2024-08-13
682,6327,247,1,2024-07-23
683,6614,7482,3,2023-09-25
684,5075,8884,3,2024-01-17
685,3191,5295,5,2025-04-06
686,2310,9309,1,
687,3494,8145,2,2023-09-08
688,4331,9345,1,
689,6007,7602,3,2023-08-24
690,82,7863,4,2024-04-02
691,4069,8395,2,2025-05-02
692,4038,9012,1,2023-09-05
693,5694,1735,4,2024-10-09
694,4120,8731,1,2024-04-16
695,166,5444,2,2024-08-29
696,546,1365,3,2023-06-02
697,1612,1324,1,2023-06-13
698,1098,279,3,2024-03-04
699,3147,2013,1,2024-04-22
700,1881,1530,5,2023-11-12
701,1568,2997,5,2024-10-21
702,4157,9810,4,2023-10-09
703,4158,6894,2,2023-12-31
704,6439,726,1,2024-06-27
705,84,2301,5,2025-03-25
706,3421,7169,1,2025-01-05
707,5730,8835,1,2024-03-12
708,1196,8325,1,2023-08-18
709,5721,8063,4,2025-03-12
710,3095,6251,4,2024-08-21
711,6146,1489,1,2024-09-07
712,4199,8566,1,2024-03-06
713,4161,8853,4,2024-06-20
714,6560,454,1,2024-09-02
715,4962,9366,5,2024-07-23
716,6225,8909,1,2024-06-22
717,998,4834,2,2024-06-20
718,6128,7341,1,2025-02-18
719,3574,9666,2,2023-12-31
720,6859,7078,1,2024-02-14
721,3632,4367,3,2023-11-22
722,1052,937,4,2023-09-14
723,3716,1001,5,2024-05-21
724,5437,4888,2,
725,5287,5054,3,2023-06-12
726,3275,5258,4,2023-07-02
727,5460,1173,3,2025-04-24
728,3517,8979,3,2023-09-18
729,4047,7675,3,2023-10-07
730,316,8494,2,2025-01-31
731,6977,9039,4,2025-05-03
732,2289,9147,3,2025-03-16
733,6556,4558,4,2023-06-04
734,1746,340,3,2025-04-16
735,5947,765,1,2025-03-27
736,3887,4372,1,2024-01-19
737,2811,692,2,2023-06-03
738,453,7245,2,2024-03-03
739,4723,4692,440,2023-05-22
740,5928,135,2,2023-08-15
741,3654,4047,1,2024-10-10
742,3306,4072,4,2024-10-25
743,5725,1243,1,2023-10-23
744,74,9445,2,2024-02-12
745,2155,8419,266,2025-02-10
746,1644,785,3,2024-01-10
747,5948,1369,2,2023-09-29
748,3197,1311,5,2024-07-08
749,6187,4163,1,2024-05-17
750,2730,8549,467,2023-09-20
751,6188,8121,4,2023-09-28
752,4320,8708,5,2025-03-22
753,2578,6829,2,2023-09-20
754,3065,3286,5,2024-02-25
755,6016,6964,3,2024-07-07
756,6758,9268,3,2024-09-28
757,1796,4993,3,2024-05-04
758,6462,9043,5,2025-02-13
759,3823,1920,2,2025-02-23
760,509,5097,5,2024-02-20
761,4104,1271,5,2024-01-29
762,4491,5169,5,2023-12-08
763,5731,111,1,2024-11-04
764,3999,8675,3,2023-07-11
765,2581,1526,1,2023-11-07
766,3405,3337,1,2024-05-11
767,430,4298,1,2023-08-13
768,208,7617,3,2025-01-03
769,23,5127,208,2023-12-05
770,6356,7565,2,2023-07-28
771,4608,5160,4,
772,3422,9615,5,2023-09-12
773,263,9799,3,2023-11-15
774,5758,17,1,2024-10-07
775,5631,6653,1,2023-12-20
776,2134,5454,3,2024-03-18
777,1737,7352,3,2023-08-21
778,2562,4764,3,2023-07-03
779,4825,5946,3,2024-07-29
780,4341,3220,3,2024-05-28
781,4514,6225,2,2023-10-03
782,3255,2035,2,2023-07-21
783,6732,8547,5,2023-12-04
784,4480,7283,3,2024-12-29
785,654,7233,4,2023-12-07
786,2825,4527,5,2024-05-08
787,2651,1320,1,2023-09-02
788,6348,5675,3,2025-02-17
789,2254,5212,114,
790,4975,4702,4,2024-10-13
791,538,3767,1,2024-12-14
792,5147,9567,435,2024-06-04
793,3487,3397,4,2023-06-03
794,1011,3951,5,2023-07-20
795,6400,7836,3,2024-03-10
796,1049,5385,5,2024-08-25
797,4521,5226,1,
798,2420,6635,2,2024-06-16
799,6585,8889,284,2023-07-20
800,6684,8900,5,2024-06-14
801,3518,171,1,2024-02-04
802,5950,4830,4,2024-02-23
803,6095,9650,5,2024-02-27
804,473,6276,2,2025-04-07
805,1368,1121,4,2024-11-20
806,1894,4993,3,2023-05-29
807,3693,9093,1,2025-04-15
808,177,4548,5,2023-11-02
809,5763,9536,2,2024-01-29
810,1161,8259,4,2024-05-24
811,6776,9699,1,
812,3561,977,3,2024-09-08
813,1801,1854,4,2023-09-27
814,4994,3776,1,2023-07-10
815,5352,2280,535,2023-06-25
816,3178,1156,5,2024-07-28
817,2041,1399,2,2023-07-02
818,469,7432,1,2024-01-02
819,5747,900,5,2023-06-05
820,3296,9404,81,2025-05-02
821,2655,8654,88,2023-06-17
822,2865,1840,2,2024-07-15
823,6529,4650,2,2024-08-07
824,2040,4391,4,2023-09-24
825,2764,8742,5,2025-01-21
826,1223,3152,1,2024-01-31
827,2540,2119,328,2025-01-22
828,3015,3864,3,2025-02-14
829,2928,9031,3,2024-08-12
830,953,2383,449,2024-07-07
831,640,7369,1,2025-01-14
832,6331,9054,2,2024-08-28
833,5156,7304,1,
834,6919,2659,2,2025-02-17
835,4649,6900,4,2024-05-26
836,298,3678,5,2024-06-25
837,4585,6507,5,2024-11-11
838,5204,2545,3,2023-12-05
839,4842,1148,1,2024-12-05
840,6811,3048,4,
841,2542,9599,1,2023-06-29
842,6459,575,3,2024-12-08
843,4958,9484,4,2024-09-19
844,2293,3030,5,
845,788,2203,5,
846,6464,1976,5,2024-01-18
847,3793,9575,3,2024-03-29
848,4448,9293,1,2024-05-26
